Chart,,,,,,,,
,BHP,Casing Pressure,Choke,Gas Rate,Injection Rate,Oil Rate,Tubing Pressure,Water Rate
2016-12-27 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-12-28 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-12-29 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-12-30 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-12-31 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-01 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-02 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-03 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-04 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-05 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-06 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-07 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-08 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-09 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-10 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-11 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-12 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-13 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-14 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-15 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-16 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-17 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-18 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-19 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-20 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-21 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-22 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-23 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-24 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-25 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-26 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-27 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-28 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-29 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-30 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-01-31 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-01 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-02 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-03 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-04 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-05 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-06 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-07 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-08 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-09 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-10 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-11 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-12 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-13 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-14 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-15 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-16 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-17 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-18 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-19 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-20 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-21 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-22 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-23 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-24 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-25 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-26 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-27 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-02-28 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-01 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-02 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-03 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-04 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-05 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-06 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-07 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-08 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-09 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-10 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-11 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-12 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-13 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-14 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-15 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-16 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-17 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-18 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-19 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-20 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-21 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-22 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-23 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-24 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-25 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-26 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-27 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-28 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-29 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-30 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-03-31 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-01 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-02 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-03 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-04 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-05 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-06 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-07 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-08 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-09 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-10 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-11 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-12 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-13 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-14 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-15 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-16 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-17 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-18 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-19 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-20 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-21 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-22 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-23 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-24 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-25 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-26 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-27 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-28 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-29 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-04-30 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-05-01 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-05-02 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-05-03 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-05-04 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-05-05 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-05-06 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-05-07 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-05-08 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017-05-09 19:00:00,0.00,0.00,0.00,56.09,0.00,0.00,0.00,0.00
2017-05-10 19:00:00,9642.00,3550.00,16.00,851.98,0.00,4.00,4405.00,2270.00
2017-05-11 19:00:00,9244.37,3850.00,20.00,2010.88,0.00,402.00,4276.00,3248.00
2017-05-12 19:00:00,9310.68,3800.00,24.00,3188.33,0.00,713.58,4112.00,4075.00
2017-05-13 19:00:00,9395.60,3600.00,28.00,4135.05,0.00,1299.50,3778.00,4684.00
2017-05-14 19:00:00,9511.08,3500.00,30.00,4505.27,0.00,1646.59,3633.00,4963.00
2017-05-15 19:00:00,9531.68,3450.00,30.00,5038.01,0.00,1771.59,3641.00,4932.00
2017-05-16 19:00:00,9264.80,3300.00,34.00,5434.96,0.00,2091.12,3231.00,4966.00
2017-05-17 19:00:00,9226.29,3200.00,34.00,5358.78,0.00,2260.00,3185.00,4864.00
2017-05-18 19:00:00,9205.61,3150.00,34.00,2904.53,0.00,2229.74,3173.00,4703.00
2017-05-19 19:00:00,7319.03,3100.00,34.00,0.00,0.00,763.90,3160.00,0.00
2017-05-20 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,3160.00,0.00
2017-05-21 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,3160.00,0.00
2017-05-22 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,3160.00,0.00
2017-05-23 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,3160.00,0.00
2017-05-24 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,3160.00,0.00
2017-05-25 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,3160.00,0.00
2017-05-26 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,3160.00,0.00
2017-05-27 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,3160.00,0.00
2017-05-28 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,3160.00,0.00
2017-05-29 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,3160.00,0.00
2017-05-30 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,3160.00,0.00
2017-05-31 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,3160.00,0.00
2017-06-01 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,3160.00,0.00
2017-06-02 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,3160.00,0.00
2017-06-03 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,3160.00,0.00
2017-06-04 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,3160.00,0.00
2017-06-05 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,3160.00,0.00
2017-06-06 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,3160.00,0.00
2017-06-07 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,3160.00,0.00
2017-06-08 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,3160.00,0.00
2017-06-09 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,0.63,0.00
2017-06-10 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,0.63,0.00
2017-06-11 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,0.63,0.00
2017-06-12 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,0.63,0.00
2017-06-13 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,0.63,0.00
2017-06-14 19:00:00,0.00,3100.00,0.00,0.00,0.00,0.00,0.63,0.00
2017-06-15 19:00:00,0.00,25.00,0.00,0.00,0.00,0.00,165.00,0.00
2017-06-16 19:00:00,0.00,25.00,0.00,0.00,0.00,0.00,167.50,0.00
2017-06-17 19:00:00,0.00,25.00,0.00,0.00,0.00,0.00,171.88,0.00
2017-06-18 19:00:00,0.00,24.38,0.00,0.00,0.00,0.00,169.38,0.00
2017-06-19 19:00:00,0.00,3632.50,8.00,0.00,0.00,0.00,4610.63,0.00
2017-06-20 19:00:00,9770.20,2910.63,24.00,482.38,0.00,145.05,4918.75,1090.00
2017-06-21 19:00:00,9386.34,4096.25,21.00,355.05,0.00,143.13,4434.38,960.00
2017-06-22 19:00:00,9464.38,4089.38,24.00,393.80,0.00,255.65,4613.75,893.00
2017-06-23 19:00:00,9825.38,2926.25,29.00,407.91,0.00,155.96,5166.88,665.00
2017-06-24 19:00:00,9410.09,3016.88,3.00,32.77,0.00,36.06,4735.00,36.00
2017-06-25 19:00:00,0.00,3200.63,0.00,0.00,0.00,0.00,4520.00,0.00
2017-06-26 19:00:00,0.00,3410.00,0.00,0.00,0.00,0.00,3497.50,0.00
2017-06-27 19:00:00,0.00,3606.25,0.00,0.00,0.00,0.00,3645.63,0.00
2017-06-28 19:00:00,0.00,3784.38,0.00,0.00,0.00,0.00,3360.00,0.00
2017-06-29 19:00:00,0.00,3945.00,0.00,0.00,0.00,0.00,3524.38,0.00
2017-06-30 19:00:00,0.00,4083.75,0.00,0.00,0.00,0.00,3552.50,0.00
2017-07-01 19:00:00,0.00,4205.00,0.00,0.00,0.00,0.00,3333.75,0.00
2017-07-02 19:00:00,0.00,4316.88,0.00,0.00,0.00,0.00,3516.88,0.00
2017-07-03 19:00:00,0.00,4420.63,0.00,0.00,0.00,0.00,3045.63,0.00
2017-07-04 19:00:00,0.00,4435.63,0.00,0.00,0.00,0.00,2955.63,0.00
2017-07-05 19:00:00,0.00,4452.50,0.00,0.00,0.00,0.00,3080.00,0.00
2017-07-06 19:00:00,0.00,4468.13,0.00,0.00,0.00,0.00,3082.50,0.00
2017-07-07 19:00:00,9303.69,4311.25,4.00,32.96,0.00,4.66,4550.00,24.00
2017-07-08 19:00:00,9651.19,4538.13,41.00,265.51,0.00,146.03,4696.88,719.00
2017-07-09 19:00:00,9903.55,4348.13,64.00,362.55,0.00,338.60,4910.63,1109.00
2017-07-10 19:00:00,9855.34,3983.13,25.00,32.88,0.00,107.88,4665.63,298.00
2017-07-11 19:00:00,9731.69,4518.13,64.00,711.65,0.00,518.29,5109.38,1046.00
2017-07-12 19:00:00,9424.08,4448.75,64.00,1137.79,0.00,609.27,5217.50,896.00
2017-07-13 19:00:00,9361.22,4498.75,64.00,1274.54,0.00,697.62,5281.25,818.00
2017-07-14 19:00:00,9330.90,4476.25,64.00,1424.35,0.00,785.41,5316.88,807.00
2017-07-15 19:00:00,9289.86,4426.88,64.00,1340.12,0.00,723.23,5321.88,728.00
2017-07-16 19:00:00,9490.18,4411.25,64.00,1408.26,0.00,832.96,5530.63,711.00
2017-07-17 19:00:00,9421.56,4292.50,31.00,418.03,0.00,184.35,5198.75,362.00
2017-07-18 19:00:00,9212.16,4414.38,64.00,1556.41,0.00,730.52,5322.50,777.00
2017-07-19 19:00:00,9244.59,4414.38,63.00,1325.84,0.00,701.62,5308.75,695.00
2017-07-20 19:00:00,9176.69,4456.25,64.00,1466.92,0.00,732.93,5289.38,719.00
2017-07-21 19:00:00,9120.90,4337.50,64.00,1310.55,0.00,655.33,5196.25,697.00
2017-07-22 19:00:00,9141.76,4420.63,64.00,1382.92,0.00,732.29,5227.50,697.00
2017-07-23 19:00:00,9239.80,4381.88,64.00,1207.01,0.00,677.81,5179.38,758.00
2017-07-24 19:00:00,9221.49,4409.38,64.00,1353.57,0.00,716.05,5165.63,841.00
2017-07-25 19:00:00,9190.44,4391.88,64.00,1542.35,0.00,805.96,5132.50,932.00
2017-07-26 19:00:00,9162.57,4332.50,64.00,1588.23,0.00,875.00,5078.13,966.00
2017-07-27 19:00:00,9182.56,4179.38,54.00,966.29,0.00,609.82,4970.63,764.00
2017-07-28 19:00:00,9199.71,4359.38,64.00,1608.05,0.00,887.49,5012.50,1115.00
2017-07-29 19:00:00,9083.46,4316.25,64.00,1874.83,0.00,920.21,4977.50,1156.00
2017-07-30 19:00:00,9050.96,4298.13,64.00,1876.46,0.00,891.01,4934.38,1189.00
2017-07-31 19:00:00,7460.17,3220.63,34.00,914.60,0.00,415.82,3481.88,614.00
2017-08-01 19:00:00,9067.97,3619.38,9.00,28.68,0.00,74.36,4098.13,106.00
2017-08-02 19:00:00,9496.17,4321.25,54.00,579.54,0.00,281.85,4751.25,1066.00
2017-08-03 19:00:00,9029.24,4248.13,63.00,1212.83,0.00,484.86,4850.63,995.00
2017-08-04 19:00:00,9076.94,4300.00,64.00,1706.74,0.00,752.55,4986.88,1115.00
2017-08-05 19:00:00,9042.83,4300.63,64.00,1645.14,0.00,755.66,4973.13,1045.00
2017-08-06 19:00:00,8987.05,4300.00,64.00,1687.31,0.00,723.45,4930.63,1076.00
2017-08-07 19:00:00,9022.06,4286.88,63.00,1497.17,0.00,592.47,4888.75,1114.00
2017-08-08 19:00:00,9273.23,4084.38,43.00,445.60,0.00,265.13,4748.13,594.00
2017-08-09 19:00:00,9156.75,4214.38,56.00,1035.27,0.00,525.49,4850.00,967.00
2017-08-10 19:00:00,9066.03,4235.00,64.00,1653.76,0.00,784.04,4926.88,1130.00
2017-08-11 19:00:00,9077.45,4269.38,59.00,1308.86,0.00,629.11,4901.88,997.00
2017-08-12 19:00:00,8869.32,4278.75,61.00,1578.36,0.00,625.72,4868.75,991.00
2017-08-13 19:00:00,9236.50,3386.88,47.00,1051.82,0.00,410.08,5231.25,706.00
2017-08-14 19:00:00,9280.00,4011.88,26.00,266.88,0.00,115.39,4540.63,484.00
2017-08-15 19:00:00,9089.36,4227.50,64.00,1710.89,0.00,722.12,4908.13,1264.00
2017-08-16 19:00:00,9268.16,3788.75,59.00,1448.55,0.00,595.10,5233.13,943.00
2017-08-17 19:00:00,8930.90,4228.75,60.00,1664.53,0.00,667.89,4893.75,1070.00
2017-08-18 19:00:00,8847.18,4046.88,64.00,1328.49,0.00,543.21,4776.88,936.00
2017-08-19 19:00:00,8930.30,4240.00,64.00,1729.40,0.00,759.93,4858.13,1107.00
2017-08-20 19:00:00,8237.62,3418.13,42.00,1127.38,0.00,386.40,4394.38,670.00
2017-08-21 19:00:00,9046.56,4234.38,63.00,1479.72,0.00,633.72,4828.13,1192.00
2017-08-22 19:00:00,8855.92,4223.13,14.00,1817.35,0.00,715.71,4833.75,1128.00
2017-08-23 19:00:00,8860.04,4217.50,17.00,1804.71,0.00,754.21,4804.38,1141.00
2017-08-24 19:00:00,8510.09,3778.13,14.00,1293.70,0.00,511.93,4495.00,876.00
2017-08-25 19:00:00,8940.54,4210.00,17.00,1657.57,0.00,688.45,4777.50,1224.00
2017-08-26 19:00:00,8857.70,4198.00,17.00,1761.54,0.00,727.28,4771.00,1171.00
2017-08-27 19:00:00,8848.70,4189.00,17.00,1790.52,0.00,743.95,4755.00,1191.00
2017-08-28 19:00:00,8823.11,4181.25,17.00,1763.77,0.00,692.17,4730.63,1204.00
2017-08-29 19:00:00,9094.24,4011.25,17.00,1723.75,0.00,666.51,4995.63,1189.00
2017-08-30 19:00:00,8917.48,4170.00,18.00,1062.31,0.00,425.77,4689.38,950.00
2017-08-31 19:00:00,8848.29,4168.75,17.00,1869.35,0.00,790.02,4716.25,1272.00
2017-09-01 19:00:00,8826.02,4161.25,17.00,1741.02,0.00,697.35,4707.50,1221.00
2017-09-02 19:00:00,8786.73,3941.88,17.00,1651.01,0.00,608.94,4655.63,1231.00
2017-09-03 19:00:00,8998.46,4025.63,17.00,909.40,0.00,394.62,4636.25,965.00
2017-09-04 19:00:00,8982.11,4123.75,16.00,1632.18,0.00,880.91,4704.38,1277.00
2017-09-05 19:00:00,8857.90,4129.38,17.00,1858.83,0.00,862.76,4699.38,1262.00
2017-09-06 19:00:00,8724.08,4021.88,17.00,1831.40,0.00,643.43,4658.13,1253.00
2017-09-07 19:00:00,8798.64,4108.75,18.00,1829.20,0.00,783.29,4638.75,1292.00
2017-09-08 19:00:00,8824.69,4119.38,18.00,1784.59,0.00,818.17,4626.25,1298.00
2017-09-09 19:00:00,8830.84,4095.00,18.00,1735.78,0.00,766.72,4609.38,1327.00
2017-09-10 19:00:00,8804.29,4093.13,18.00,1805.73,0.00,808.77,4588.75,1345.00
2017-09-11 19:00:00,8767.56,4100.00,18.00,1819.51,0.00,794.15,4582.50,1318.00
2017-09-12 19:00:00,8745.97,4050.00,18.00,1805.99,0.00,704.61,4568.00,1354.00
2017-09-13 19:00:00,8737.27,4086.25,18.00,1874.49,0.00,763.64,4554.38,1373.00
2017-09-14 19:00:00,8728.58,4076.25,18.00,1839.13,0.00,837.55,4546.88,1303.00
2017-09-15 19:00:00,8687.24,4071.88,18.00,1855.02,0.00,706.80,4531.88,1357.00
2017-09-16 19:00:00,8668.83,4064.38,18.00,1965.09,0.00,841.01,4526.88,1327.00
2017-09-17 19:00:00,9207.72,3025.00,7.00,152.27,0.00,72.60,5077.50,98.00
2017-09-18 19:00:00,9005.20,3958.13,13.00,155.92,0.00,52.90,4088.13,364.00
2017-09-19 19:00:00,9231.33,3338.75,13.00,155.92,0.00,66.52,4640.00,196.00
2017-09-20 19:00:00,0.00,3338.75,0.00,0.00,0.00,0.00,4640.00,0.00
2017-09-21 19:00:00,0.00,2706.88,0.00,0.00,0.00,0.00,4884.38,0.00
2017-09-22 19:00:00,9195.04,3873.75,18.00,139.06,0.00,49.27,4056.25,546.00
2017-09-23 19:00:00,9565.50,3055.63,18.00,1004.61,0.00,305.15,5028.13,1363.00
2017-09-24 19:00:00,8971.86,4017.50,24.00,3174.40,0.00,2046.01,4450.63,1875.00
2017-09-25 19:00:00,8561.65,3966.25,24.00,4139.50,0.00,1810.66,4313.75,1819.00
2017-09-26 19:00:00,8250.85,3918.75,24.00,3398.29,0.00,1372.83,4031.88,1850.00
2017-09-27 19:00:00,8433.91,3733.75,25.00,3806.98,0.00,1501.25,4021.25,2234.00
2017-09-28 19:00:00,8380.87,3777.50,28.00,4357.75,0.00,1716.03,3739.38,2650.00
2017-09-29 19:00:00,8284.92,3677.50,38.00,4213.60,0.00,1670.20,3560.00,2804.00
2017-09-30 19:00:00,9477.03,3086.25,61.00,3965.61,0.00,1586.52,4755.63,2736.00
2017-10-01 19:00:00,8328.86,3373.75,21.00,379.26,0.00,236.04,3766.25,549.00
2017-10-02 19:00:00,8149.62,2875.63,29.00,1409.25,0.00,547.71,3713.13,1562.00
2017-10-03 19:00:00,8593.01,3156.25,28.00,3980.95,0.00,1602.11,3588.75,3306.00
2017-10-04 19:00:00,8255.85,2928.13,24.00,3283.48,0.00,1343.39,3801.25,2247.00
2017-10-05 19:00:00,8258.90,3270.00,33.00,4220.50,0.00,1791.65,3373.13,3019.00
2017-10-06 19:00:00,8653.92,3114.38,25.00,4032.65,0.00,1522.45,3919.38,2865.00
2017-10-07 19:00:00,8539.10,2911.25,18.00,2136.89,0.00,381.39,4036.88,2436.00
2017-10-08 19:00:00,8574.49,2846.88,14.00,913.14,0.00,125.22,4011.88,1519.00
2017-10-09 19:00:00,8496.23,3045.63,21.00,1409.01,0.00,687.97,4031.25,1511.00
2017-10-10 19:00:00,8181.06,3168.13,22.00,2198.42,0.00,835.38,3779.38,1947.00
2017-10-11 19:00:00,8248.64,3271.25,22.00,3978.24,0.00,1462.02,3704.38,2561.00
2017-10-12 19:00:00,8188.06,2986.88,22.00,2091.04,0.00,813.10,3908.75,1676.00
2017-10-13 19:00:00,8059.74,3156.88,45.00,2151.99,0.00,972.65,3638.13,1868.00
2017-10-14 19:00:00,8490.49,3066.25,24.00,3296.22,0.00,1291.01,4003.75,2334.00
2017-10-15 19:00:00,8213.46,3190.63,20.00,3196.74,0.00,1197.85,3696.88,2430.00
2017-10-16 19:00:00,8163.86,3255.00,63.00,4144.85,0.00,1335.91,3358.75,3160.00
2017-10-17 19:00:00,7991.90,3153.75,26.00,3028.95,0.00,1036.26,3479.38,2469.00
2017-10-18 19:00:00,8266.22,3109.38,29.00,4436.92,0.00,1501.64,3287.50,3421.00
