,,LEASE,D_DATE,OIL,GAS
FORAKER 1207 4LMH-11,56,FORAKER 1207 4LMH-11,2019-05-27,219.31,2239.0
FORAKER 1207 4LMH-11,57,FORAKER 1207 4LMH-11,2019-05-28,211.65,2242.0
FORAKER 1207 4LMH-11,58,FORAKER 1207 4LMH-11,2019-05-29,207.47,2171.0
FORAKER 1207 4LMH-11,59,FORAKER 1207 4LMH-11,2019-05-30,217.23,2090.0
FORAKER 1207 4LMH-11,60,FORAKER 1207 4LMH-11,2019-05-31,199.82,2157.0
FORAKER 1207 4LMH-11,61,FORAKER 1207 4LMH-11,2019-06-01,197.73,2141.0
FORAKER 1207 4LMH-11,62,FORAKER 1207 4LMH-11,2019-06-02,184.5,2108.0
FORAKER 1207 4LMH-11,63,FORAKER 1207 4LMH-11,2019-06-03,203.3,2109.0
FORAKER 1207 4LMH-11,64,FORAKER 1207 4LMH-11,2019-06-04,204.0,2108.0
FORAKER 1207 4LMH-11,65,FORAKER 1207 4LMH-11,2019-06-05,199.81,2083.0
FORAKER 1207 4LMH-11,66,FORAKER 1207 4LMH-11,2019-06-06,198.43,2067.0
FORAKER 1207 4LMH-11,67,FORAKER 1207 4LMH-11,2019-06-07,149.69,2104.0
FORAKER 1207 4LMH-11,68,FORAKER 1207 4LMH-11,2019-06-08,181.01,1969.0
FORAKER 1207 4LMH-11,69,FORAKER 1207 4LMH-11,2019-06-09,162.23,2019.0
FORAKER 1207 4LMH-11,70,FORAKER 1207 4LMH-11,2019-06-10,190.07,2017.0
FORAKER 1207 4LMH-11,71,FORAKER 1207 4LMH-11,2019-06-11,181.01,2185.0
FORAKER 1207 4LMH-11,72,FORAKER 1207 4LMH-11,2019-06-12,172.68,2163.0
FORAKER 1207 4LMH-11,73,FORAKER 1207 4LMH-11,2019-06-13,169.87,2181.0
FORAKER 1207 4LMH-11,74,FORAKER 1207 4LMH-11,2019-06-14,174.76,2145.0
FORAKER 1207 4LMH-11,75,FORAKER 1207 4LMH-11,2019-06-15,158.74,2134.0
FORAKER 1207 4LMH-11,76,FORAKER 1207 4LMH-11,2019-06-16,174.76,2153.0
FORAKER 1207 4LMH-11,77,FORAKER 1207 4LMH-11,2019-06-17,167.79,2315.0
FORAKER 1207 4LMH-11,78,FORAKER 1207 4LMH-11,2019-06-18,158.05,2086.0
FORAKER 1207 4LMH-11,79,FORAKER 1207 4LMH-11,2019-06-19,144.11,2032.0
FORAKER 1207 4LMH-11,80,FORAKER 1207 4LMH-11,2019-06-20,148.99,1973.0
FORAKER 1207 4LMH-11,81,FORAKER 1207 4LMH-11,2019-06-21,149.69,2438.0
FORAKER 1207 4LMH-11,82,FORAKER 1207 4LMH-11,2019-06-22,169.87,1780.0
FORAKER 1207 4LMH-11,83,FORAKER 1207 4LMH-11,2019-06-23,111.4,2394.0
FORAKER 1207 4LMH-11,84,FORAKER 1207 4LMH-11,2019-06-24,141.33,1576.0
FORAKER 1207 4LMH-11,85,FORAKER 1207 4LMH-11,2019-06-25,140.64,2012.0
FORAKER 1207 4LMH-11,86,FORAKER 1207 4LMH-11,2019-06-26,139.96,2033.0
FORAKER 1207 4LMH-11,87,FORAKER 1207 4LMH-11,2019-06-27,125.32,1981.0
FORAKER 1207 4LMH-11,88,FORAKER 1207 4LMH-11,2019-06-28,145.51,1990.0
FORAKER 1207 4LMH-11,89,FORAKER 1207 4LMH-11,2019-06-29,133.68,2089.0
FORAKER 1207 4LMH-11,90,FORAKER 1207 4LMH-11,2019-06-30,137.16,2289.0
FORAKER 1207 4LMH-11,91,FORAKER 1207 4LMH-11,2019-07-01,90.51,2081.0
FORAKER 1207 4LMH-11,92,FORAKER 1207 4LMH-11,2019-07-02,140.63,1601.0
FORAKER 1207 4LMH-11,93,FORAKER 1207 4LMH-11,2019-07-03,124.63,1972.0
FORAKER 1207 4LMH-11,94,FORAKER 1207 4LMH-11,2019-07-04,116.96,1954.0
FORAKER 1207 4LMH-11,95,FORAKER 1207 4LMH-11,2019-07-05,124.62,1954.0
FORAKER 1207 4LMH-11,96,FORAKER 1207 4LMH-11,2019-07-06,116.27,2192.0
FORAKER 1207 4LMH-11,97,FORAKER 1207 4LMH-11,2019-07-07,100.95,1875.0
FORAKER 1207 4LMH-11,98,FORAKER 1207 4LMH-11,2019-07-08,112.1,1864.0
FORAKER 1207 4LMH-11,99,FORAKER 1207 4LMH-11,2019-07-09,101.65,1776.0
FORAKER 1207 4LMH-11,100,FORAKER 1207 4LMH-11,2019-07-10,114.18,1857.0
FORAKER 1207 4LMH-11,101,FORAKER 1207 4LMH-11,2019-07-11,117.67,1902.0
FORAKER 1207 4LMH-11,102,FORAKER 1207 4LMH-11,2019-07-12,124.61,2080.0
FORAKER 1207 4LMH-11,103,FORAKER 1207 4LMH-11,2019-07-13,107.22,2006.0
FORAKER 1207 4LMH-11,104,FORAKER 1207 4LMH-11,2019-07-14,86.34,1979.0
FORAKER 1207 4LMH-11,105,FORAKER 1207 4LMH-11,2019-07-15,110.0,1419.0
FORAKER 1207 4LMH-11,106,FORAKER 1207 4LMH-11,2019-07-16,108.61,1639.0
FORAKER 1207 4LMH-11,107,FORAKER 1207 4LMH-11,2019-07-17,100.95,1897.0
FORAKER 1207 4LMH-11,108,FORAKER 1207 4LMH-11,2019-07-18,116.27,1842.0
FORAKER 1207 4LMH-11,109,FORAKER 1207 4LMH-11,2019-07-19,107.91,1855.0
FORAKER 1207 4LMH-11,110,FORAKER 1207 4LMH-11,2019-07-20,98.17,1852.0
FORAKER 1207 4LMH-11,111,FORAKER 1207 4LMH-11,2019-07-21,75.89,1806.0
FORAKER 1207 4LMH-11,112,FORAKER 1207 4LMH-11,2019-07-22,79.37,1848.0
FORAKER 1207 4LMH-11,113,FORAKER 1207 4LMH-11,2019-07-23,85.63,1845.34
FORAKER 1207 4LMH-11,114,FORAKER 1207 4LMH-11,2019-07-24,112.79,1827.08
FORAKER 1207 4LMH-11,115,FORAKER 1207 4LMH-11,2019-07-25,105.83,1813.2
FORAKER 1207 4LMH-11,116,FORAKER 1207 4LMH-11,2019-07-26,96.77,1802.14
FORAKER 1207 4LMH-11,117,FORAKER 1207 4LMH-11,2019-07-27,95.38,1784.19
FORAKER 1207 4LMH-11,118,FORAKER 1207 4LMH-11,2019-07-28,91.21,1772.41
FORAKER 1207 4LMH-11,119,FORAKER 1207 4LMH-11,2019-07-29,98.87,1741.43
FORAKER 1207 4LMH-11,120,FORAKER 1207 4LMH-11,2019-07-30,89.13,1716.84
FORAKER 1207 4LMH-11,121,FORAKER 1207 4LMH-11,2019-07-31,98.16,1729.79
FORAKER 1207 4LMH-11,122,FORAKER 1207 4LMH-11,2019-08-01,69.62,1773.77
FORAKER 1207 4LMH-11,123,FORAKER 1207 4LMH-11,2019-08-02,94.69,1791.37
FORAKER 1207 4LMH-11,124,FORAKER 1207 4LMH-11,2019-08-03,89.82,1806.74
FORAKER 1207 4LMH-11,125,FORAKER 1207 4LMH-11,2019-08-04,88.42,1762.28
FORAKER 1207 4LMH-11,126,FORAKER 1207 4LMH-11,2019-08-05,95.38,1770.75
FORAKER 1207 4LMH-11,127,FORAKER 1207 4LMH-11,2019-08-06,76.59,1831.34
FORAKER 1207 4LMH-11,128,FORAKER 1207 4LMH-11,2019-08-07,111.39,1817.32
FORAKER 1207 4LMH-11,129,FORAKER 1207 4LMH-11,2019-08-08,57.8,1754.08
FORAKER 1207 4LMH-11,130,FORAKER 1207 4LMH-11,2019-08-09,87.71,1781.79
FORAKER 1207 4LMH-11,131,FORAKER 1207 4LMH-11,2019-08-10,96.09,1709.19
FORAKER 1207 4LMH-11,132,FORAKER 1207 4LMH-11,2019-08-11,82.15,1671.0
FORAKER 1207 4LMH-11,133,FORAKER 1207 4LMH-11,2019-08-12,80.07,1669.4
FORAKER 1207 4LMH-11,134,FORAKER 1207 4LMH-11,2019-08-13,65.45,1707.05
FORAKER 1207 4LMH-11,135,FORAKER 1207 4LMH-11,2019-08-14,96.77,1697.96
FORAKER 1207 4LMH-11,136,FORAKER 1207 4LMH-11,2019-08-15,67.53,1648.25
FORAKER 1207 4LMH-11,137,FORAKER 1207 4LMH-11,2019-08-16,84.24,1710.8
FORAKER 1207 4LMH-11,138,FORAKER 1207 4LMH-11,2019-08-17,99.57,1722.05
FORAKER 1207 4LMH-11,139,FORAKER 1207 4LMH-11,2019-08-18,81.45,1731.96
FORAKER 1207 4LMH-11,140,FORAKER 1207 4LMH-11,2019-08-19,82.85,1668.53
FORAKER 1207 4LMH-11,141,FORAKER 1207 4LMH-11,2019-08-20,75.9,1695.5
FORAKER 1207 4LMH-11,142,FORAKER 1207 4LMH-11,2019-08-21,79.38,1675.8
FORAKER 1207 4LMH-11,143,FORAKER 1207 4LMH-11,2019-08-22,57.78,1648.76
FORAKER 1207 4LMH-11,144,FORAKER 1207 4LMH-11,2019-08-23,75.19,1655.24
FORAKER 1207 4LMH-11,145,FORAKER 1207 4LMH-11,2019-08-24,93.29,1609.51
FORAKER 1207 4LMH-11,146,FORAKER 1207 4LMH-11,2019-08-25,90.51,1581.0
FORAKER 1207 4LMH-11,147,FORAKER 1207 4LMH-11,2019-08-26,64.75,1603.71
FORAKER 1207 4LMH-11,148,FORAKER 1207 4LMH-11,2019-08-27,62.65,1526.17
FORAKER 1207 4LMH-11,149,FORAKER 1207 4LMH-11,2019-08-28,73.8,1463.81
FORAKER 1207 4LMH-11,150,FORAKER 1207 4LMH-11,2019-08-29,75.19,1584.6
FORAKER 1207 4LMH-11,151,FORAKER 1207 4LMH-11,2019-08-30,74.5,1455.98
FORAKER 1207 4LMH-11,152,FORAKER 1207 4LMH-11,2019-08-31,74.5,1593.05
FORAKER 1207 4LMH-11,153,FORAKER 1207 4LMH-11,2019-09-01,73.8,1599.29
FORAKER 1207 4LMH-11,154,FORAKER 1207 4LMH-11,2019-09-02,77.97,1602.69
FORAKER 1207 4LMH-11,155,FORAKER 1207 4LMH-11,2019-09-03,62.66,1610.85
FORAKER 1207 4LMH-11,156,FORAKER 1207 4LMH-11,2019-09-04,77.28,1629.14
FORAKER 1207 4LMH-11,157,FORAKER 1207 4LMH-11,2019-09-05,71.71,1608.67
FORAKER 1207 4LMH-11,158,FORAKER 1207 4LMH-11,2019-09-06,71.02,1605.22
FORAKER 1207 4LMH-11,159,FORAKER 1207 4LMH-11,2019-09-07,69.62,1598.34
FORAKER 1207 4LMH-11,160,FORAKER 1207 4LMH-11,2019-09-08,68.92,1589.41
FORAKER 1207 4LMH-11,161,FORAKER 1207 4LMH-11,2019-09-09,71.02,1589.34
FORAKER 1207 4LMH-11,162,FORAKER 1207 4LMH-11,2019-09-10,70.31,1594.81
FORAKER 1207 4LMH-11,163,FORAKER 1207 4LMH-11,2019-09-11,62.67,1602.47
FORAKER 1207 4LMH-11,164,FORAKER 1207 4LMH-11,2019-09-12,66.14,1572.53
FORAKER 1207 4LMH-11,165,FORAKER 1207 4LMH-11,2019-09-13,66.15,1566.88
FORAKER 1207 4LMH-11,166,FORAKER 1207 4LMH-11,2019-09-14,74.49,1554.41
FORAKER 1207 4LMH-11,167,FORAKER 1207 4LMH-11,2019-09-15,69.62,1551.22
FORAKER 1207 4LMH-11,168,FORAKER 1207 4LMH-11,2019-09-16,64.75,1557.63
FORAKER 1207 4LMH-11,169,FORAKER 1207 4LMH-11,2019-09-17,58.48,1559.9
FORAKER 1207 4LMH-11,170,FORAKER 1207 4LMH-11,2019-09-18,63.36,1554.81
FORAKER 1207 4LMH-11,171,FORAKER 1207 4LMH-11,2019-09-19,61.96,1552.94
FORAKER 1207 4LMH-11,172,FORAKER 1207 4LMH-11,2019-09-20,63.36,1557.34
FORAKER 1207 4LMH-11,173,FORAKER 1207 4LMH-11,2019-09-21,66.14,1550.13
FORAKER 1207 4LMH-11,174,FORAKER 1207 4LMH-11,2019-09-22,55.69,1547.25
FORAKER 1207 4LMH-11,175,FORAKER 1207 4LMH-11,2019-09-23,84.95,1543.81
FORAKER 1207 4LMH-11,176,FORAKER 1207 4LMH-11,2019-09-24,36.89,1500.84
FORAKER 1207 4LMH-11,177,FORAKER 1207 4LMH-11,2019-09-25,61.27,1543.97
FORAKER 1207 4LMH-11,178,FORAKER 1207 4LMH-11,2019-09-26,52.22,1510.5
FORAKER 1207 4LMH-11,179,FORAKER 1207 4LMH-11,2019-09-27,82.15,1517.38
FORAKER 1207 4LMH-11,180,FORAKER 1207 4LMH-11,2019-09-28,34.82,1519.78
FORAKER 1207 4LMH-11,181,FORAKER 1207 4LMH-11,2019-09-29,57.1,1515.69
FORAKER 1207 4LMH-11,182,FORAKER 1207 4LMH-11,2019-09-30,47.34,1512.63
FORAKER 1207 4LMH-11,183,FORAKER 1207 4LMH-11,2019-10-01,54.99,1512.34
FORAKER 1207 4LMH-11,184,FORAKER 1207 4LMH-11,2019-10-02,58.49,1508.13
FORAKER 1207 4LMH-11,185,FORAKER 1207 4LMH-11,2019-10-03,53.61,1506.47
FORAKER 1207 4LMH-11,186,FORAKER 1207 4LMH-11,2019-10-04,50.82,1503.19
FORAKER 1207 4LMH-11,187,FORAKER 1207 4LMH-11,2019-10-05,57.79,1500.31
FORAKER 1207 4LMH-11,188,FORAKER 1207 4LMH-11,2019-10-06,47.34,1500.91
FORAKER 1207 4LMH-11,189,FORAKER 1207 4LMH-11,2019-10-07,56.39,1542.34
FORAKER 1207 4LMH-11,190,FORAKER 1207 4LMH-11,2019-10-08,59.88,1508.34
FORAKER 1207 4LMH-11,191,FORAKER 1207 4LMH-11,2019-10-09,57.09,1519.47
FORAKER 1207 4LMH-11,192,FORAKER 1207 4LMH-11,2019-10-10,53.61,1541.6
FORAKER 1207 4LMH-11,193,FORAKER 1207 4LMH-11,2019-10-11,49.43,1492.44
FORAKER 1207 4LMH-11,194,FORAKER 1207 4LMH-11,2019-10-12,0.0,1501.7
FORAKER 1207 4LMH-11,195,FORAKER 1207 4LMH-11,2019-10-13,0.0,0.0
FORAKER 1207 5WH-11,0,FORAKER 1207 5WH-11,2019-04-01,0.0,0.0
FORAKER 1207 5WH-11,1,FORAKER 1207 5WH-11,2019-04-02,0.0,0.0
FORAKER 1207 5WH-11,2,FORAKER 1207 5WH-11,2019-04-03,0.0,48.87
FORAKER 1207 5WH-11,3,FORAKER 1207 5WH-11,2019-04-04,125.26,34.0
FORAKER 1207 5WH-11,4,FORAKER 1207 5WH-11,2019-04-05,128.03,225.0
FORAKER 1207 5WH-11,5,FORAKER 1207 5WH-11,2019-04-06,217.8,457.0
FORAKER 1207 5WH-11,6,FORAKER 1207 5WH-11,2019-04-07,240.76,630.0
FORAKER 1207 5WH-11,7,FORAKER 1207 5WH-11,2019-04-08,290.18,911.0
FORAKER 1207 5WH-11,8,FORAKER 1207 5WH-11,2019-04-09,357.67,1109.0
FORAKER 1207 5WH-11,9,FORAKER 1207 5WH-11,2019-04-10,400.11,1372.0
FORAKER 1207 5WH-11,10,FORAKER 1207 5WH-11,2019-04-11,454.93,1569.0
FORAKER 1207 5WH-11,11,FORAKER 1207 5WH-11,2019-04-12,481.58,1811.0
FORAKER 1207 5WH-11,12,FORAKER 1207 5WH-11,2019-04-13,466.64,1950.0
FORAKER 1207 5WH-11,13,FORAKER 1207 5WH-11,2019-04-14,477.86,2033.0
FORAKER 1207 5WH-11,14,FORAKER 1207 5WH-11,2019-04-15,460.55,2123.0
FORAKER 1207 5WH-11,15,FORAKER 1207 5WH-11,2019-04-16,442.5,2168.0
FORAKER 1207 5WH-11,16,FORAKER 1207 5WH-11,2019-04-17,427.81,2196.0
FORAKER 1207 5WH-11,17,FORAKER 1207 5WH-11,2019-04-18,414.04,2201.0
FORAKER 1207 5WH-11,18,FORAKER 1207 5WH-11,2019-04-19,414.75,2236.0
FORAKER 1207 5WH-11,19,FORAKER 1207 5WH-11,2019-04-20,385.38,2267.0
FORAKER 1207 5WH-11,20,FORAKER 1207 5WH-11,2019-04-21,366.61,2210.0
FORAKER 1207 5WH-11,21,FORAKER 1207 5WH-11,2019-04-22,364.64,2183.0
FORAKER 1207 5WH-11,22,FORAKER 1207 5WH-11,2019-04-23,347.92,2118.0
FORAKER 1207 5WH-11,23,FORAKER 1207 5WH-11,2019-04-24,334.7,2175.0
FORAKER 1207 5WH-11,24,FORAKER 1207 5WH-11,2019-04-25,320.8,2146.0
FORAKER 1207 5WH-11,25,FORAKER 1207 5WH-11,2019-04-26,302.69,2418.0
FORAKER 1207 5WH-11,26,FORAKER 1207 5WH-11,2019-04-27,295.74,2075.0
FORAKER 1207 5WH-11,27,FORAKER 1207 5WH-11,2019-04-28,290.18,2057.0
FORAKER 1207 5WH-11,28,FORAKER 1207 5WH-11,2019-04-29,272.78,1999.0
FORAKER 1207 5WH-11,29,FORAKER 1207 5WH-11,2019-04-30,269.99,1996.0
FORAKER 1207 5WH-11,30,FORAKER 1207 5WH-11,2019-05-01,262.35,1953.0
FORAKER 1207 5WH-11,31,FORAKER 1207 5WH-11,2019-05-02,258.15,1935.0
FORAKER 1207 5WH-11,32,FORAKER 1207 5WH-11,2019-05-03,251.89,1945.0
FORAKER 1207 5WH-11,33,FORAKER 1207 5WH-11,2019-05-04,246.34,1911.0
FORAKER 1207 5WH-11,34,FORAKER 1207 5WH-11,2019-05-05,236.6,1903.0
FORAKER 1207 5WH-11,35,FORAKER 1207 5WH-11,2019-05-06,231.72,1878.0
FORAKER 1207 5WH-11,36,FORAKER 1207 5WH-11,2019-05-07,226.15,1862.0
FORAKER 1207 5WH-11,37,FORAKER 1207 5WH-11,2019-05-08,225.46,1842.0
FORAKER 1207 5WH-11,38,FORAKER 1207 5WH-11,2019-05-09,223.37,1834.0
FORAKER 1207 5WH-11,39,FORAKER 1207 5WH-11,2019-05-10,219.88,1822.0
FORAKER 1207 5WH-11,40,FORAKER 1207 5WH-11,2019-05-11,208.76,1812.0
FORAKER 1207 5WH-11,41,FORAKER 1207 5WH-11,2019-05-12,201.79,1795.0
FORAKER 1207 5WH-11,42,FORAKER 1207 5WH-11,2019-05-13,202.5,1784.0
FORAKER 1207 5WH-11,43,FORAKER 1207 5WH-11,2019-05-14,197.62,1769.0
FORAKER 1207 5WH-11,44,FORAKER 1207 5WH-11,2019-05-15,208.76,1746.0
FORAKER 1207 5WH-11,45,FORAKER 1207 5WH-11,2019-05-16,187.18,1834.0
FORAKER 1207 5WH-11,46,FORAKER 1207 5WH-11,2019-05-17,197.63,1820.0
FORAKER 1207 5WH-11,47,FORAKER 1207 5WH-11,2019-05-18,192.74,1798.0
FORAKER 1207 5WH-11,48,FORAKER 1207 5WH-11,2019-05-19,185.79,1758.0
FORAKER 1207 5WH-11,49,FORAKER 1207 5WH-11,2019-05-20,200.41,1756.0
FORAKER 1207 5WH-11,50,FORAKER 1207 5WH-11,2019-05-21,164.23,1683.0
FORAKER 1207 5WH-11,51,FORAKER 1207 5WH-11,2019-05-22,180.92,1826.0
FORAKER 1207 5WH-11,52,FORAKER 1207 5WH-11,2019-05-23,176.05,1810.0
FORAKER 1207 5WH-11,53,FORAKER 1207 5WH-11,2019-05-24,169.79,1543.0
FORAKER 1207 5WH-11,54,FORAKER 1207 5WH-11,2019-05-25,167.7,1720.0
FORAKER 1207 5WH-11,55,FORAKER 1207 5WH-11,2019-05-26,186.49,1680.0
FORAKER 1207 5WH-11,56,FORAKER 1207 5WH-11,2019-05-27,157.27,1771.0
FORAKER 1207 5WH-11,57,FORAKER 1207 5WH-11,2019-05-28,167.0,1591.0
FORAKER 1207 5WH-11,58,FORAKER 1207 5WH-11,2019-05-29,176.75,1669.0
FORAKER 1207 5WH-11,59,FORAKER 1207 5WH-11,2019-05-30,164.91,1612.0
FORAKER 1207 5WH-11,60,FORAKER 1207 5WH-11,2019-05-31,159.35,1663.0
FORAKER 1207 5WH-11,61,FORAKER 1207 5WH-11,2019-06-01,158.67,1643.0
FORAKER 1207 5WH-11,62,FORAKER 1207 5WH-11,2019-06-02,147.51,1616.0
FORAKER 1207 5WH-11,63,FORAKER 1207 5WH-11,2019-06-03,156.57,1617.0
FORAKER 1207 5WH-11,64,FORAKER 1207 5WH-11,2019-06-04,131.51,1623.0
FORAKER 1207 5WH-11,65,FORAKER 1207 5WH-11,2019-06-05,168.4,1593.0
FORAKER 1207 5WH-11,66,FORAKER 1207 5WH-11,2019-06-06,164.91,1587.0
FORAKER 1207 5WH-11,67,FORAKER 1207 5WH-11,2019-06-07,133.61,1559.0
FORAKER 1207 5WH-11,68,FORAKER 1207 5WH-11,2019-06-08,147.52,1479.0
FORAKER 1207 5WH-11,69,FORAKER 1207 5WH-11,2019-06-09,136.39,1535.0
FORAKER 1207 5WH-11,70,FORAKER 1207 5WH-11,2019-06-10,140.56,1536.0
FORAKER 1207 5WH-11,71,FORAKER 1207 5WH-11,2019-06-11,141.95,1525.0
FORAKER 1207 5WH-11,72,FORAKER 1207 5WH-11,2019-06-12,141.96,1479.0
FORAKER 1207 5WH-11,73,FORAKER 1207 5WH-11,2019-06-13,137.08,1509.0
FORAKER 1207 5WH-11,74,FORAKER 1207 5WH-11,2019-06-14,155.87,1546.0
FORAKER 1207 5WH-11,75,FORAKER 1207 5WH-11,2019-06-15,134.31,1702.0
FORAKER 1207 5WH-11,76,FORAKER 1207 5WH-11,2019-06-16,139.17,1649.0
FORAKER 1207 5WH-11,77,FORAKER 1207 5WH-11,2019-06-17,141.96,1651.0
FORAKER 1207 5WH-11,78,FORAKER 1207 5WH-11,2019-06-18,123.86,1457.0
FORAKER 1207 5WH-11,79,FORAKER 1207 5WH-11,2019-06-19,128.04,1356.0
FORAKER 1207 5WH-11,80,FORAKER 1207 5WH-11,2019-06-20,126.65,1292.0
FORAKER 1207 5WH-11,81,FORAKER 1207 5WH-11,2019-06-21,115.51,1558.0
FORAKER 1207 5WH-11,82,FORAKER 1207 5WH-11,2019-06-22,125.96,1167.0
FORAKER 1207 5WH-11,83,FORAKER 1207 5WH-11,2019-06-23,106.46,1511.0
FORAKER 1207 5WH-11,84,FORAKER 1207 5WH-11,2019-06-24,137.78,1086.0
FORAKER 1207 5WH-11,85,FORAKER 1207 5WH-11,2019-06-25,102.99,1393.0
FORAKER 1207 5WH-11,86,FORAKER 1207 5WH-11,2019-06-26,119.0,1380.0
FORAKER 1207 5WH-11,87,FORAKER 1207 5WH-11,2019-06-27,100.2,1322.0
FORAKER 1207 5WH-11,88,FORAKER 1207 5WH-11,2019-06-28,127.34,1305.0
FORAKER 1207 5WH-11,89,FORAKER 1207 5WH-11,2019-06-29,111.34,1449.0
FORAKER 1207 5WH-11,90,FORAKER 1207 5WH-11,2019-06-30,116.9,1388.0
FORAKER 1207 5WH-11,91,FORAKER 1207 5WH-11,2019-07-01,14.62,1352.0
FORAKER 1207 5WH-11,92,FORAKER 1207 5WH-11,2019-07-02,119.69,1034.0
FORAKER 1207 5WH-11,93,FORAKER 1207 5WH-11,2019-07-03,103.68,1249.0
FORAKER 1207 5WH-11,94,FORAKER 1207 5WH-11,2019-07-04,107.16,1231.0
FORAKER 1207 5WH-11,95,FORAKER 1207 5WH-11,2019-07-05,115.51,1222.0
FORAKER 1207 5WH-11,96,FORAKER 1207 5WH-11,2019-07-06,99.5,1360.0
FORAKER 1207 5WH-11,97,FORAKER 1207 5WH-11,2019-07-07,78.63,1151.0
FORAKER 1207 5WH-11,98,FORAKER 1207 5WH-11,2019-07-08,88.38,1128.0
FORAKER 1207 5WH-11,99,FORAKER 1207 5WH-11,2019-07-09,149.61,1060.0
FORAKER 1207 5WH-11,100,FORAKER 1207 5WH-11,2019-07-10,103.68,1095.0
FORAKER 1207 5WH-11,101,FORAKER 1207 5WH-11,2019-07-11,98.8,1121.0
FORAKER 1207 5WH-11,102,FORAKER 1207 5WH-11,2019-07-12,107.87,1129.0
FORAKER 1207 5WH-11,103,FORAKER 1207 5WH-11,2019-07-13,89.76,1147.0
FORAKER 1207 5WH-11,104,FORAKER 1207 5WH-11,2019-07-14,73.07,890.0
FORAKER 1207 5WH-11,105,FORAKER 1207 5WH-11,2019-07-15,91.15,738.0
FORAKER 1207 5WH-11,106,FORAKER 1207 5WH-11,2019-07-16,88.38,767.0
FORAKER 1207 5WH-11,107,FORAKER 1207 5WH-11,2019-07-17,74.45,863.0
FORAKER 1207 5WH-11,108,FORAKER 1207 5WH-11,2019-07-18,89.77,736.0
FORAKER 1207 5WH-11,109,FORAKER 1207 5WH-11,2019-07-19,82.81,703.0
FORAKER 1207 5WH-11,110,FORAKER 1207 5WH-11,2019-07-20,79.32,654.0
FORAKER 1207 5WH-11,111,FORAKER 1207 5WH-11,2019-07-21,0.7,485.0
FORAKER 1207 5WH-11,112,FORAKER 1207 5WH-11,2019-07-22,0.0,123.0
FORAKER 1207 5WH-11,113,FORAKER 1207 5WH-11,2019-07-23,0.0,0.0
FORAKER 1207 5WH-11,114,FORAKER 1207 5WH-11,2019-07-24,16.7,34.46
FORAKER 1207 5WH-11,115,FORAKER 1207 5WH-11,2019-07-25,68.89,61.12
FORAKER 1207 5WH-11,116,FORAKER 1207 5WH-11,2019-07-26,29.92,33.2
FORAKER 1207 5WH-11,117,FORAKER 1207 5WH-11,2019-07-27,66.11,167.1
FORAKER 1207 5WH-11,118,FORAKER 1207 5WH-11,2019-07-28,73.77,281.88
FORAKER 1207 5WH-11,119,FORAKER 1207 5WH-11,2019-07-29,84.2,527.15
FORAKER 1207 5WH-11,120,FORAKER 1207 5WH-11,2019-07-30,81.41,624.03
FORAKER 1207 5WH-11,121,FORAKER 1207 5WH-11,2019-07-31,82.11,716.22
FORAKER 1207 5WH-11,122,FORAKER 1207 5WH-11,2019-08-01,34.79,772.27
FORAKER 1207 5WH-11,123,FORAKER 1207 5WH-11,2019-08-02,70.97,649.46
FORAKER 1207 5WH-11,124,FORAKER 1207 5WH-11,2019-08-03,41.75,564.91
FORAKER 1207 5WH-11,125,FORAKER 1207 5WH-11,2019-08-04,71.68,461.0
FORAKER 1207 5WH-11,126,FORAKER 1207 5WH-11,2019-08-05,70.28,608.07
FORAKER 1207 5WH-11,127,FORAKER 1207 5WH-11,2019-08-06,66.1,565.72
FORAKER 1207 5WH-11,128,FORAKER 1207 5WH-11,2019-08-07,98.12,567.34
FORAKER 1207 5WH-11,129,FORAKER 1207 5WH-11,2019-08-08,45.93,592.73
FORAKER 1207 5WH-11,130,FORAKER 1207 5WH-11,2019-08-09,72.38,624.02
FORAKER 1207 5WH-11,131,FORAKER 1207 5WH-11,2019-08-10,92.54,615.56
FORAKER 1207 5WH-11,132,FORAKER 1207 5WH-11,2019-08-11,67.5,598.16
FORAKER 1207 5WH-11,133,FORAKER 1207 5WH-11,2019-08-12,64.71,594.52
FORAKER 1207 5WH-11,134,FORAKER 1207 5WH-11,2019-08-13,52.89,623.65
FORAKER 1207 5WH-11,135,FORAKER 1207 5WH-11,2019-08-14,82.81,761.58
FORAKER 1207 5WH-11,136,FORAKER 1207 5WH-11,2019-08-15,42.44,784.1
FORAKER 1207 5WH-11,137,FORAKER 1207 5WH-11,2019-08-16,72.37,795.93
FORAKER 1207 5WH-11,138,FORAKER 1207 5WH-11,2019-08-17,91.85,795.25
FORAKER 1207 5WH-11,139,FORAKER 1207 5WH-11,2019-08-18,58.44,800.05
FORAKER 1207 5WH-11,140,FORAKER 1207 5WH-11,2019-08-19,65.41,777.47
FORAKER 1207 5WH-11,141,FORAKER 1207 5WH-11,2019-08-20,59.84,772.46
FORAKER 1207 5WH-11,142,FORAKER 1207 5WH-11,2019-08-21,59.85,747.52
FORAKER 1207 5WH-11,143,FORAKER 1207 5WH-11,2019-08-22,42.45,733.1
FORAKER 1207 5WH-11,144,FORAKER 1207 5WH-11,2019-08-23,66.8,743.67
FORAKER 1207 5WH-11,145,FORAKER 1207 5WH-11,2019-08-24,71.67,811.52
