,,LEASE,D_DATE,OIL,GAS
FORAKER 1207 10UMH-11,0,FORAKER 1207 10UMH-11,2019-04-01,0.0,0.0
FORAKER 1207 10UMH-11,1,FORAKER 1207 10UMH-11,2019-04-02,0.0,0.0
FORAKER 1207 10UMH-11,2,FORAKER 1207 10UMH-11,2019-04-03,0.0,0.0
FORAKER 1207 10UMH-11,3,FORAKER 1207 10UMH-11,2019-04-04,0.0,258.78
FORAKER 1207 10UMH-11,4,FORAKER 1207 10UMH-11,2019-04-05,799.21,302.0
FORAKER 1207 10UMH-11,5,FORAKER 1207 10UMH-11,2019-04-06,1013.52,1060.0
FORAKER 1207 10UMH-11,6,FORAKER 1207 10UMH-11,2019-04-07,1221.85,1807.0
FORAKER 1207 10UMH-11,7,FORAKER 1207 10UMH-11,2019-04-08,1167.02,1965.0
FORAKER 1207 10UMH-11,8,FORAKER 1207 10UMH-11,2019-04-09,1046.16,2118.0
FORAKER 1207 10UMH-11,9,FORAKER 1207 10UMH-11,2019-04-10,1217.64,2083.0
FORAKER 1207 10UMH-11,10,FORAKER 1207 10UMH-11,2019-04-11,1174.52,1870.0
FORAKER 1207 10UMH-11,11,FORAKER 1207 10UMH-11,2019-04-12,1180.07,2763.0
FORAKER 1207 10UMH-11,12,FORAKER 1207 10UMH-11,2019-04-13,1099.11,2629.0
FORAKER 1207 10UMH-11,13,FORAKER 1207 10UMH-11,2019-04-14,1171.81,2769.0
FORAKER 1207 10UMH-11,14,FORAKER 1207 10UMH-11,2019-04-15,1227.69,3039.0
FORAKER 1207 10UMH-11,15,FORAKER 1207 10UMH-11,2019-04-16,900.97,2799.0
FORAKER 1207 10UMH-11,16,FORAKER 1207 10UMH-11,2019-04-17,848.97,3073.0
FORAKER 1207 10UMH-11,17,FORAKER 1207 10UMH-11,2019-04-18,777.6,3282.0
FORAKER 1207 10UMH-11,18,FORAKER 1207 10UMH-11,2019-04-19,717.88,3203.0
FORAKER 1207 10UMH-11,19,FORAKER 1207 10UMH-11,2019-04-20,674.19,3233.0
FORAKER 1207 10UMH-11,20,FORAKER 1207 10UMH-11,2019-04-21,624.24,3224.0
FORAKER 1207 10UMH-11,21,FORAKER 1207 10UMH-11,2019-04-22,645.78,3230.0
FORAKER 1207 10UMH-11,22,FORAKER 1207 10UMH-11,2019-04-23,554.27,3304.0
FORAKER 1207 10UMH-11,23,FORAKER 1207 10UMH-11,2019-04-24,510.57,3237.0
FORAKER 1207 10UMH-11,24,FORAKER 1207 10UMH-11,2019-04-25,510.53,3301.0
FORAKER 1207 10UMH-11,25,FORAKER 1207 10UMH-11,2019-04-26,464.07,3254.0
FORAKER 1207 10UMH-11,26,FORAKER 1207 10UMH-11,2019-04-27,438.35,3265.0
FORAKER 1207 10UMH-11,27,FORAKER 1207 10UMH-11,2019-04-28,428.65,3281.0
FORAKER 1207 10UMH-11,28,FORAKER 1207 10UMH-11,2019-04-29,401.6,3253.0
FORAKER 1207 10UMH-11,29,FORAKER 1207 10UMH-11,2019-04-30,384.95,3207.0
FORAKER 1207 10UMH-11,30,FORAKER 1207 10UMH-11,2019-05-01,367.61,3236.0
FORAKER 1207 10UMH-11,31,FORAKER 1207 10UMH-11,2019-05-02,348.88,3192.0
FORAKER 1207 10UMH-11,32,FORAKER 1207 10UMH-11,2019-05-03,339.18,3164.0
FORAKER 1207 10UMH-11,33,FORAKER 1207 10UMH-11,2019-05-04,321.84,3158.0
FORAKER 1207 10UMH-11,34,FORAKER 1207 10UMH-11,2019-05-05,309.35,3111.0
FORAKER 1207 10UMH-11,35,FORAKER 1207 10UMH-11,2019-05-06,289.23,3090.0
FORAKER 1207 10UMH-11,36,FORAKER 1207 10UMH-11,2019-05-07,274.67,3066.0
FORAKER 1207 10UMH-11,37,FORAKER 1207 10UMH-11,2019-05-08,281.61,3045.0
FORAKER 1207 10UMH-11,38,FORAKER 1207 10UMH-11,2019-05-09,261.49,3022.0
FORAKER 1207 10UMH-11,39,FORAKER 1207 10UMH-11,2019-05-10,251.09,2968.0
FORAKER 1207 10UMH-11,40,FORAKER 1207 10UMH-11,2019-05-11,249.69,2955.0
FORAKER 1207 10UMH-11,41,FORAKER 1207 10UMH-11,2019-05-12,238.6,2966.0
FORAKER 1207 10UMH-11,42,FORAKER 1207 10UMH-11,2019-05-13,222.64,2982.0
FORAKER 1207 10UMH-11,43,FORAKER 1207 10UMH-11,2019-05-14,214.32,3001.0
FORAKER 1207 10UMH-11,44,FORAKER 1207 10UMH-11,2019-05-15,210.86,2965.0
FORAKER 1207 10UMH-11,45,FORAKER 1207 10UMH-11,2019-05-16,196.99,2940.0
FORAKER 1207 10UMH-11,46,FORAKER 1207 10UMH-11,2019-05-17,192.13,2906.0
FORAKER 1207 10UMH-11,47,FORAKER 1207 10UMH-11,2019-05-18,191.44,2878.0
FORAKER 1207 10UMH-11,48,FORAKER 1207 10UMH-11,2019-05-19,178.26,2840.0
FORAKER 1207 10UMH-11,49,FORAKER 1207 10UMH-11,2019-05-20,174.79,2817.0
FORAKER 1207 10UMH-11,50,FORAKER 1207 10UMH-11,2019-05-21,169.24,2720.0
FORAKER 1207 10UMH-11,51,FORAKER 1207 10UMH-11,2019-05-22,159.53,2754.0
FORAKER 1207 10UMH-11,52,FORAKER 1207 10UMH-11,2019-05-23,152.59,2744.0
FORAKER 1207 10UMH-11,53,FORAKER 1207 10UMH-11,2019-05-24,149.81,2671.0
FORAKER 1207 10UMH-11,54,FORAKER 1207 10UMH-11,2019-05-25,135.95,2622.0
FORAKER 1207 10UMH-11,55,FORAKER 1207 10UMH-11,2019-05-26,141.49,2605.0
FORAKER 1207 10UMH-11,56,FORAKER 1207 10UMH-11,2019-05-27,138.72,2547.0
FORAKER 1207 10UMH-11,57,FORAKER 1207 10UMH-11,2019-05-28,127.67,2625.0
FORAKER 1207 10UMH-11,58,FORAKER 1207 10UMH-11,2019-05-29,127.68,2467.0
FORAKER 1207 10UMH-11,59,FORAKER 1207 10UMH-11,2019-05-30,124.89,2314.0
FORAKER 1207 10UMH-11,60,FORAKER 1207 10UMH-11,2019-05-31,130.45,2408.0
FORAKER 1207 10UMH-11,61,FORAKER 1207 10UMH-11,2019-06-01,103.37,2163.0
FORAKER 1207 10UMH-11,62,FORAKER 1207 10UMH-11,2019-06-02,119.3,2598.0
FORAKER 1207 10UMH-11,63,FORAKER 1207 10UMH-11,2019-06-03,116.52,2267.0
FORAKER 1207 10UMH-11,64,FORAKER 1207 10UMH-11,2019-06-04,91.57,2230.0
FORAKER 1207 10UMH-11,65,FORAKER 1207 10UMH-11,2019-06-05,108.21,2229.0
FORAKER 1207 10UMH-11,66,FORAKER 1207 10UMH-11,2019-06-06,105.42,2207.0
FORAKER 1207 10UMH-11,67,FORAKER 1207 10UMH-11,2019-06-07,94.33,2200.0
FORAKER 1207 10UMH-11,68,FORAKER 1207 10UMH-11,2019-06-08,97.1,2007.0
FORAKER 1207 10UMH-11,69,FORAKER 1207 10UMH-11,2019-06-09,80.47,2080.0
FORAKER 1207 10UMH-11,70,FORAKER 1207 10UMH-11,2019-06-10,90.87,2032.0
FORAKER 1207 10UMH-11,71,FORAKER 1207 10UMH-11,2019-06-11,88.78,2057.0
FORAKER 1207 10UMH-11,72,FORAKER 1207 10UMH-11,2019-06-12,94.33,1996.0
FORAKER 1207 10UMH-11,73,FORAKER 1207 10UMH-11,2019-06-13,80.46,1998.0
FORAKER 1207 10UMH-11,74,FORAKER 1207 10UMH-11,2019-06-14,86.03,1949.0
FORAKER 1207 10UMH-11,75,FORAKER 1207 10UMH-11,2019-06-15,94.37,1920.0
FORAKER 1207 10UMH-11,76,FORAKER 1207 10UMH-11,2019-06-16,66.61,1858.0
FORAKER 1207 10UMH-11,77,FORAKER 1207 10UMH-11,2019-06-17,93.67,2151.0
FORAKER 1207 10UMH-11,78,FORAKER 1207 10UMH-11,2019-06-18,81.19,1660.0
FORAKER 1207 10UMH-11,79,FORAKER 1207 10UMH-11,2019-06-19,58.28,1817.0
FORAKER 1207 10UMH-11,80,FORAKER 1207 10UMH-11,2019-06-20,88.12,1620.0
FORAKER 1207 10UMH-11,81,FORAKER 1207 10UMH-11,2019-06-21,70.08,1863.0
FORAKER 1207 10UMH-11,82,FORAKER 1207 10UMH-11,2019-06-22,84.65,1788.0
FORAKER 1207 10UMH-11,83,FORAKER 1207 10UMH-11,2019-06-23,52.72,1974.0
FORAKER 1207 10UMH-11,84,FORAKER 1207 10UMH-11,2019-06-24,70.74,1280.0
FORAKER 1207 10UMH-11,85,FORAKER 1207 10UMH-11,2019-06-25,67.98,1657.0
FORAKER 1207 10UMH-11,86,FORAKER 1207 10UMH-11,2019-06-26,62.42,1705.0
FORAKER 1207 10UMH-11,87,FORAKER 1207 10UMH-11,2019-06-27,60.34,1579.0
FORAKER 1207 10UMH-11,88,FORAKER 1207 10UMH-11,2019-06-28,67.28,1648.0
FORAKER 1207 10UMH-11,89,FORAKER 1207 10UMH-11,2019-06-29,45.8,1710.0
FORAKER 1207 10UMH-11,90,FORAKER 1207 10UMH-11,2019-06-30,40.24,1446.0
FORAKER 1207 10UMH-11,91,FORAKER 1207 10UMH-11,2019-07-01,29.15,1555.0
FORAKER 1207 10UMH-11,92,FORAKER 1207 10UMH-11,2019-07-02,18.73,592.0
FORAKER 1207 10UMH-11,93,FORAKER 1207 10UMH-11,2019-07-03,69.39,219.0
FORAKER 1207 10UMH-11,94,FORAKER 1207 10UMH-11,2019-07-04,66.62,1998.0
FORAKER 1207 10UMH-11,95,FORAKER 1207 10UMH-11,2019-07-05,66.58,1597.0
FORAKER 1207 10UMH-11,96,FORAKER 1207 10UMH-11,2019-07-06,56.88,1734.0
FORAKER 1207 10UMH-11,97,FORAKER 1207 10UMH-11,2019-07-07,49.25,1442.0
FORAKER 1207 10UMH-11,98,FORAKER 1207 10UMH-11,2019-07-08,58.96,1325.0
FORAKER 1207 10UMH-11,99,FORAKER 1207 10UMH-11,2019-07-09,43.67,1433.0
FORAKER 1207 10UMH-11,100,FORAKER 1207 10UMH-11,2019-07-10,56.19,1275.0
FORAKER 1207 10UMH-11,101,FORAKER 1207 10UMH-11,2019-07-11,65.88,1516.0
FORAKER 1207 10UMH-11,102,FORAKER 1207 10UMH-11,2019-07-12,60.34,1472.0
FORAKER 1207 10UMH-11,103,FORAKER 1207 10UMH-11,2019-07-13,55.49,1723.0
FORAKER 1207 10UMH-11,104,FORAKER 1207 10UMH-11,2019-07-14,37.46,1445.0
FORAKER 1207 10UMH-11,105,FORAKER 1207 10UMH-11,2019-07-15,45.08,967.0
FORAKER 1207 10UMH-11,106,FORAKER 1207 10UMH-11,2019-07-16,46.47,1302.0
FORAKER 1207 10UMH-11,107,FORAKER 1207 10UMH-11,2019-07-17,40.23,1368.0
FORAKER 1207 10UMH-11,108,FORAKER 1207 10UMH-11,2019-07-18,52.72,1142.0
FORAKER 1207 10UMH-11,109,FORAKER 1207 10UMH-11,2019-07-19,47.85,1329.0
FORAKER 1207 10UMH-11,110,FORAKER 1207 10UMH-11,2019-07-20,45.78,1333.0
FORAKER 1207 10UMH-11,111,FORAKER 1207 10UMH-11,2019-07-21,41.62,1324.0
FORAKER 1207 10UMH-11,112,FORAKER 1207 10UMH-11,2019-07-22,45.78,1321.0
FORAKER 1207 10UMH-11,113,FORAKER 1207 10UMH-11,2019-07-23,2.08,1322.27
FORAKER 1207 10UMH-11,114,FORAKER 1207 10UMH-11,2019-07-24,49.94,1216.05
FORAKER 1207 10UMH-11,115,FORAKER 1207 10UMH-11,2019-07-25,58.96,1156.06
FORAKER 1207 10UMH-11,116,FORAKER 1207 10UMH-11,2019-07-26,46.47,1338.59
FORAKER 1207 10UMH-11,117,FORAKER 1207 10UMH-11,2019-07-27,44.39,1315.11
FORAKER 1207 10UMH-11,118,FORAKER 1207 10UMH-11,2019-07-28,31.9,1287.59
FORAKER 1207 10UMH-11,119,FORAKER 1207 10UMH-11,2019-07-29,40.92,1265.34
FORAKER 1207 10UMH-11,120,FORAKER 1207 10UMH-11,2019-07-30,38.15,1249.97
FORAKER 1207 10UMH-11,121,FORAKER 1207 10UMH-11,2019-07-31,43.7,1235.8
FORAKER 1207 10UMH-11,122,FORAKER 1207 10UMH-11,2019-08-01,21.51,1247.58
FORAKER 1207 10UMH-11,123,FORAKER 1207 10UMH-11,2019-08-02,43.0,1258.97
FORAKER 1207 10UMH-11,124,FORAKER 1207 10UMH-11,2019-08-03,34.68,1250.66
FORAKER 1207 10UMH-11,125,FORAKER 1207 10UMH-11,2019-08-04,37.46,1247.42
FORAKER 1207 10UMH-11,126,FORAKER 1207 10UMH-11,2019-08-05,36.06,1244.79
FORAKER 1207 10UMH-11,127,FORAKER 1207 10UMH-11,2019-08-06,54.82,1229.56
FORAKER 1207 10UMH-11,128,FORAKER 1207 10UMH-11,2019-08-07,34.0,1204.15
FORAKER 1207 10UMH-11,129,FORAKER 1207 10UMH-11,2019-08-08,6.93,1171.45
FORAKER 1207 10UMH-11,130,FORAKER 1207 10UMH-11,2019-08-09,34.0,1177.78
FORAKER 1207 10UMH-11,131,FORAKER 1207 10UMH-11,2019-08-10,52.74,1159.3
FORAKER 1207 10UMH-11,132,FORAKER 1207 10UMH-11,2019-08-11,24.28,1136.92
FORAKER 1207 10UMH-11,133,FORAKER 1207 10UMH-11,2019-08-12,29.14,1116.12
FORAKER 1207 10UMH-11,134,FORAKER 1207 10UMH-11,2019-08-13,8.33,1113.67
FORAKER 1207 10UMH-11,135,FORAKER 1207 10UMH-11,2019-08-14,45.8,1115.46
FORAKER 1207 10UMH-11,136,FORAKER 1207 10UMH-11,2019-08-15,0.0,912.18
FORAKER 1207 10UMH-11,137,FORAKER 1207 10UMH-11,2019-08-16,1.38,1078.04
FORAKER 1207 10UMH-11,138,FORAKER 1207 10UMH-11,2019-08-17,0.0,570.84
FORAKER 1207 10UMH-11,139,FORAKER 1207 10UMH-11,2019-08-18,31.23,109.34
FORAKER 1207 10UMH-11,140,FORAKER 1207 10UMH-11,2019-08-19,1.38,965.96
FORAKER 1207 10UMH-11,141,FORAKER 1207 10UMH-11,2019-08-20,0.0,517.66
FORAKER 1207 10UMH-11,142,FORAKER 1207 10UMH-11,2019-08-21,43.72,29.38
FORAKER 1207 10UMH-11,143,FORAKER 1207 10UMH-11,2019-08-22,0.69,988.86
FORAKER 1207 10UMH-11,144,FORAKER 1207 10UMH-11,2019-08-23,0.0,488.85
FORAKER 1207 10UMH-11,145,FORAKER 1207 10UMH-11,2019-08-24,45.78,651.89
FORAKER 1207 10UMH-11,146,FORAKER 1207 10UMH-11,2019-08-25,40.23,1020.0
FORAKER 1207 10UMH-11,147,FORAKER 1207 10UMH-11,2019-08-26,35.38,996.35
FORAKER 1207 10UMH-11,148,FORAKER 1207 10UMH-11,2019-08-27,28.39,986.38
FORAKER 1207 10UMH-11,149,FORAKER 1207 10UMH-11,2019-08-28,42.31,977.75
FORAKER 1207 10UMH-11,150,FORAKER 1207 10UMH-11,2019-08-29,35.37,999.19
FORAKER 1207 10UMH-11,151,FORAKER 1207 10UMH-11,2019-08-30,36.07,1003.13
FORAKER 1207 10UMH-11,152,FORAKER 1207 10UMH-11,2019-08-31,29.82,1012.8
FORAKER 1207 10UMH-11,153,FORAKER 1207 10UMH-11,2019-09-01,35.38,1020.7
FORAKER 1207 10UMH-11,154,FORAKER 1207 10UMH-11,2019-09-02,30.5,1018.16
FORAKER 1207 10UMH-11,155,FORAKER 1207 10UMH-11,2019-09-03,28.45,1014.3
FORAKER 1207 10UMH-11,156,FORAKER 1207 10UMH-11,2019-09-04,30.52,1007.56
FORAKER 1207 10UMH-11,157,FORAKER 1207 10UMH-11,2019-09-05,29.12,1003.76
FORAKER 1207 10UMH-11,158,FORAKER 1207 10UMH-11,2019-09-06,35.38,1005.16
FORAKER 1207 10UMH-11,159,FORAKER 1207 10UMH-11,2019-09-07,22.2,1007.78
FORAKER 1207 10UMH-11,160,FORAKER 1207 10UMH-11,2019-09-08,21.49,1001.91
FORAKER 1207 10UMH-11,161,FORAKER 1207 10UMH-11,2019-09-09,33.99,1006.03
FORAKER 1207 10UMH-11,162,FORAKER 1207 10UMH-11,2019-09-10,24.97,1010.97
FORAKER 1207 10UMH-11,163,FORAKER 1207 10UMH-11,2019-09-11,20.81,994.94
FORAKER 1207 10UMH-11,164,FORAKER 1207 10UMH-11,2019-09-12,28.43,983.5
FORAKER 1207 10UMH-11,165,FORAKER 1207 10UMH-11,2019-09-13,44.39,968.31
FORAKER 1207 10UMH-11,166,FORAKER 1207 10UMH-11,2019-09-14,22.89,963.25
FORAKER 1207 10UMH-11,167,FORAKER 1207 10UMH-11,2019-09-15,22.89,955.94
FORAKER 1207 10UMH-11,168,FORAKER 1207 10UMH-11,2019-09-16,23.59,956.06
FORAKER 1207 10UMH-11,169,FORAKER 1207 10UMH-11,2019-09-17,45.77,951.5
FORAKER 1207 10UMH-11,170,FORAKER 1207 10UMH-11,2019-09-18,22.2,949.69
FORAKER 1207 10UMH-11,171,FORAKER 1207 10UMH-11,2019-09-19,24.28,937.03
FORAKER 1207 10UMH-11,172,FORAKER 1207 10UMH-11,2019-09-20,10.41,937.28
FORAKER 1207 10UMH-11,173,FORAKER 1207 10UMH-11,2019-09-21,15.96,933.47
FORAKER 1207 10UMH-11,174,FORAKER 1207 10UMH-11,2019-09-22,27.76,931.22
FORAKER 1207 10UMH-11,175,FORAKER 1207 10UMH-11,2019-09-23,13.18,933.84
FORAKER 1207 10UMH-11,176,FORAKER 1207 10UMH-11,2019-09-24,22.9,926.94
FORAKER 1207 10UMH-11,177,FORAKER 1207 10UMH-11,2019-09-25,26.37,918.09
FORAKER 1207 10UMH-11,178,FORAKER 1207 10UMH-11,2019-09-26,29.14,915.34
FORAKER 1207 10UMH-11,179,FORAKER 1207 10UMH-11,2019-09-27,20.13,910.41
FORAKER 1207 10UMH-11,180,FORAKER 1207 10UMH-11,2019-09-28,13.88,905.22
FORAKER 1207 10UMH-11,181,FORAKER 1207 10UMH-11,2019-09-29,27.75,906.72
FORAKER 1207 10UMH-11,182,FORAKER 1207 10UMH-11,2019-09-30,25.68,903.72
FORAKER 1207 10UMH-11,183,FORAKER 1207 10UMH-11,2019-10-01,27.06,897.66
FORAKER 1207 10UMH-11,184,FORAKER 1207 10UMH-11,2019-10-02,16.65,905.59
FORAKER 1207 10UMH-11,185,FORAKER 1207 10UMH-11,2019-10-03,28.45,904.06
FORAKER 1207 10UMH-11,186,FORAKER 1207 10UMH-11,2019-10-04,14.57,911.09
FORAKER 1207 10UMH-11,187,FORAKER 1207 10UMH-11,2019-10-05,24.98,885.03
FORAKER 1207 10UMH-11,188,FORAKER 1207 10UMH-11,2019-10-06,27.76,884.06
FORAKER 1207 10UMH-11,189,FORAKER 1207 10UMH-11,2019-10-07,13.88,878.81
FORAKER 1207 10UMH-11,190,FORAKER 1207 10UMH-11,2019-10-08,27.06,872.0
FORAKER 1207 10UMH-11,191,FORAKER 1207 10UMH-11,2019-10-09,20.82,872.16
FORAKER 1207 10UMH-11,192,FORAKER 1207 10UMH-11,2019-10-10,20.12,870.5
FORAKER 1207 10UMH-11,193,FORAKER 1207 10UMH-11,2019-10-11,18.74,869.13
FORAKER 1207 10UMH-11,194,FORAKER 1207 10UMH-11,2019-10-12,0.0,857.38
FORAKER 1207 10UMH-11,195,FORAKER 1207 10UMH-11,2019-10-13,0.0,0.0
FORAKER 1207 11SMH-11,0,FORAKER 1207 11SMH-11,2019-04-01,0.0,0.0
FORAKER 1207 11SMH-11,1,FORAKER 1207 11SMH-11,2019-04-02,0.0,0.0
FORAKER 1207 11SMH-11,2,FORAKER 1207 11SMH-11,2019-04-03,0.0,0.0
FORAKER 1207 11SMH-11,3,FORAKER 1207 11SMH-11,2019-04-04,0.0,169.61
FORAKER 1207 11SMH-11,4,FORAKER 1207 11SMH-11,2019-04-05,366.92,172.0
FORAKER 1207 11SMH-11,5,FORAKER 1207 11SMH-11,2019-04-06,718.2,1108.0
FORAKER 1207 11SMH-11,6,FORAKER 1207 11SMH-11,2019-04-07,412.89,1678.0
FORAKER 1207 11SMH-11,7,FORAKER 1207 11SMH-11,2019-04-08,631.48,1576.0
FORAKER 1207 11SMH-11,8,FORAKER 1207 11SMH-11,2019-04-09,755.55,1890.0
FORAKER 1207 11SMH-11,9,FORAKER 1207 11SMH-11,2019-04-10,851.5,2309.0
FORAKER 1207 11SMH-11,10,FORAKER 1207 11SMH-11,2019-04-11,787.36,2779.0
FORAKER 1207 11SMH-11,11,FORAKER 1207 11SMH-11,2019-04-12,1041.79,2464.0
FORAKER 1207 11SMH-11,12,FORAKER 1207 11SMH-11,2019-04-13,882.66,2938.0
FORAKER 1207 11SMH-11,13,FORAKER 1207 11SMH-11,2019-04-14,1072.7,2959.0
FORAKER 1207 11SMH-11,14,FORAKER 1207 11SMH-11,2019-04-15,900.07,3039.0
FORAKER 1207 11SMH-11,15,FORAKER 1207 11SMH-11,2019-04-16,1077.21,3151.0
FORAKER 1207 11SMH-11,16,FORAKER 1207 11SMH-11,2019-04-17,1098.54,3265.0
FORAKER 1207 11SMH-11,17,FORAKER 1207 11SMH-11,2019-04-18,1014.39,3397.0
FORAKER 1207 11SMH-11,18,FORAKER 1207 11SMH-11,2019-04-19,1002.8,3190.0
FORAKER 1207 11SMH-11,19,FORAKER 1207 11SMH-11,2019-04-20,986.15,3202.0
FORAKER 1207 11SMH-11,20,FORAKER 1207 11SMH-11,2019-04-21,938.28,3243.0
FORAKER 1207 11SMH-11,21,FORAKER 1207 11SMH-11,2019-04-22,971.55,3331.0
FORAKER 1207 11SMH-11,22,FORAKER 1207 11SMH-11,2019-04-23,945.03,3416.0
FORAKER 1207 11SMH-11,23,FORAKER 1207 11SMH-11,2019-04-24,901.8,3438.0
FORAKER 1207 11SMH-11,24,FORAKER 1207 11SMH-11,2019-04-25,887.26,3464.0
FORAKER 1207 11SMH-11,25,FORAKER 1207 11SMH-11,2019-04-26,869.09,3618.0
FORAKER 1207 11SMH-11,26,FORAKER 1207 11SMH-11,2019-04-27,843.42,3584.0
FORAKER 1207 11SMH-11,27,FORAKER 1207 11SMH-11,2019-04-28,815.68,3614.0
FORAKER 1207 11SMH-11,28,FORAKER 1207 11SMH-11,2019-04-29,778.94,3607.0
FORAKER 1207 11SMH-11,29,FORAKER 1207 11SMH-11,2019-04-30,729.68,3450.0
FORAKER 1207 11SMH-11,30,FORAKER 1207 11SMH-11,2019-05-01,726.87,3501.0
FORAKER 1207 11SMH-11,31,FORAKER 1207 11SMH-11,2019-05-02,768.52,3664.0
FORAKER 1207 11SMH-11,32,FORAKER 1207 11SMH-11,2019-05-03,774.25,3747.0
FORAKER 1207 11SMH-11,33,FORAKER 1207 11SMH-11,2019-05-04,676.42,3693.0
FORAKER 1207 11SMH-11,34,FORAKER 1207 11SMH-11,2019-05-05,672.89,3626.0
FORAKER 1207 11SMH-11,35,FORAKER 1207 11SMH-11,2019-05-06,642.29,3667.0
FORAKER 1207 11SMH-11,36,FORAKER 1207 11SMH-11,2019-05-07,661.01,3591.0
FORAKER 1207 11SMH-11,37,FORAKER 1207 11SMH-11,2019-05-08,625.23,3488.0
FORAKER 1207 11SMH-11,38,FORAKER 1207 11SMH-11,2019-05-09,582.66,3533.0
FORAKER 1207 11SMH-11,39,FORAKER 1207 11SMH-11,2019-05-10,582.62,3704.0
FORAKER 1207 11SMH-11,40,FORAKER 1207 11SMH-11,2019-05-11,588.18,3686.0
FORAKER 1207 11SMH-11,41,FORAKER 1207 11SMH-11,2019-05-12,586.1,3815.0
FORAKER 1207 11SMH-11,42,FORAKER 1207 11SMH-11,2019-05-13,590.25,3716.0
FORAKER 1207 11SMH-11,43,FORAKER 1207 11SMH-11,2019-05-14,580.54,3897.0
FORAKER 1207 11SMH-11,44,FORAKER 1207 11SMH-11,2019-05-15,565.98,3832.0
FORAKER 1207 11SMH-11,45,FORAKER 1207 11SMH-11,2019-05-16,550.73,3700.0
FORAKER 1207 11SMH-11,46,FORAKER 1207 11SMH-11,2019-05-17,541.01,3710.0
FORAKER 1207 11SMH-11,47,FORAKER 1207 11SMH-11,2019-05-18,570.14,3699.0
FORAKER 1207 11SMH-11,48,FORAKER 1207 11SMH-11,2019-05-19,563.2,3974.0
FORAKER 1207 11SMH-11,49,FORAKER 1207 11SMH-11,2019-05-20,543.09,3907.0
FORAKER 1207 11SMH-11,50,FORAKER 1207 11SMH-11,2019-05-21,519.51,3964.0
FORAKER 1207 11SMH-11,51,FORAKER 1207 11SMH-11,2019-05-22,538.23,3978.0
FORAKER 1207 11SMH-11,52,FORAKER 1207 11SMH-11,2019-05-23,518.12,4167.0
FORAKER 1207 11SMH-11,53,FORAKER 1207 11SMH-11,2019-05-24,516.17,4220.0
FORAKER 1207 11SMH-11,54,FORAKER 1207 11SMH-11,2019-05-25,498.86,4160.0
FORAKER 1207 11SMH-11,55,FORAKER 1207 11SMH-11,2019-05-26,499.68,4294.0
FORAKER 1207 11SMH-11,56,FORAKER 1207 11SMH-11,2019-05-27,514.21,4160.0
FORAKER 1207 11SMH-11,57,FORAKER 1207 11SMH-11,2019-05-28,466.11,4643.0
FORAKER 1207 11SMH-11,58,FORAKER 1207 11SMH-11,2019-05-29,471.66,4259.0
FORAKER 1207 11SMH-11,59,FORAKER 1207 11SMH-11,2019-05-30,463.38,4003.0
FORAKER 1207 11SMH-11,60,FORAKER 1207 11SMH-11,2019-05-31,438.57,4170.0
FORAKER 1207 11SMH-11,61,FORAKER 1207 11SMH-11,2019-06-01,441.13,4230.0
FORAKER 1207 11SMH-11,62,FORAKER 1207 11SMH-11,2019-06-02,438.43,4270.0
FORAKER 1207 11SMH-11,63,FORAKER 1207 11SMH-11,2019-06-03,424.72,4127.0
FORAKER 1207 11SMH-11,64,FORAKER 1207 11SMH-11,2019-06-04,460.76,4081.0
FORAKER 1207 11SMH-11,65,FORAKER 1207 11SMH-11,2019-06-05,365.73,4069.0
FORAKER 1207 11SMH-11,66,FORAKER 1207 11SMH-11,2019-06-06,385.76,4056.0
FORAKER 1207 11SMH-11,67,FORAKER 1207 11SMH-11,2019-06-07,421.72,4158.0
FORAKER 1207 11SMH-11,68,FORAKER 1207 11SMH-11,2019-06-08,391.97,3811.0
FORAKER 1207 11SMH-11,69,FORAKER 1207 11SMH-11,2019-06-09,388.63,3891.0
FORAKER 1207 11SMH-11,70,FORAKER 1207 11SMH-11,2019-06-10,399.73,3839.0
FORAKER 1207 11SMH-11,71,FORAKER 1207 11SMH-11,2019-06-11,342.74,3877.0
FORAKER 1207 11SMH-11,72,FORAKER 1207 11SMH-11,2019-06-12,369.27,3747.0
FORAKER 1207 11SMH-11,73,FORAKER 1207 11SMH-11,2019-06-13,360.04,3795.0
FORAKER 1207 11SMH-11,74,FORAKER 1207 11SMH-11,2019-06-14,353.15,3731.0
FORAKER 1207 11SMH-11,75,FORAKER 1207 11SMH-11,2019-06-15,353.93,3698.0
FORAKER 1207 11SMH-11,76,FORAKER 1207 11SMH-11,2019-06-16,402.51,3551.0
FORAKER 1207 11SMH-11,77,FORAKER 1207 11SMH-11,2019-06-17,344.0,4114.0
FORAKER 1207 11SMH-11,78,FORAKER 1207 11SMH-11,2019-06-18,338.65,3286.0
FORAKER 1207 11SMH-11,79,FORAKER 1207 11SMH-11,2019-06-19,285.07,3629.0
FORAKER 1207 11SMH-11,80,FORAKER 1207 11SMH-11,2019-06-20,362.86,3249.0
FORAKER 1207 11SMH-11,81,FORAKER 1207 11SMH-11,2019-06-21,337.79,3758.0
FORAKER 1207 11SMH-11,82,FORAKER 1207 11SMH-11,2019-06-22,382.87,3617.0
FORAKER 1207 11SMH-11,83,FORAKER 1207 11SMH-11,2019-06-23,254.66,4047.0
