,PERIOD,GROSS WTR,Well
0,3/23/2019,,FORAKER 1207 1SMH-11
1,3/24/2019,,FORAKER 1207 1SMH-11
2,3/25/2019,,FORAKER 1207 1SMH-11
3,3/26/2019,1166.6,FORAKER 1207 1SMH-11
4,3/27/2019,2200.91,FORAKER 1207 1SMH-11
5,3/28/2019,2022.64,FORAKER 1207 1SMH-11
6,3/29/2019,2304.53,FORAKER 1207 1SMH-11
7,3/30/2019,2623.92,FORAKER 1207 1SMH-11
8,3/31/2019,2913.08,FORAKER 1207 1SMH-11
9,4/1/2019,3127.29,FORAKER 1207 1SMH-11
10,4/2/2019,3189.42,FORAKER 1207 1SMH-11
11,4/3/2019,3093.7,FORAKER 1207 1SMH-11
12,4/4/2019,2961.46,FORAKER 1207 1SMH-11
13,4/5/2019,2885.91,FORAKER 1207 1SMH-11
14,4/6/2019,2672.02,FORAKER 1207 1SMH-11
15,4/7/2019,2506.07,FORAKER 1207 1SMH-11
16,4/8/2019,2285.12,FORAKER 1207 1SMH-11
17,4/9/2019,2090.79,FORAKER 1207 1SMH-11
18,4/10/2019,1918.15,FORAKER 1207 1SMH-11
19,4/11/2019,1783.09,FORAKER 1207 1SMH-11
20,4/12/2019,1643.29,FORAKER 1207 1SMH-11
21,4/13/2019,1529.55,FORAKER 1207 1SMH-11
22,4/14/2019,1431.36,FORAKER 1207 1SMH-11
23,4/15/2019,1362.41,FORAKER 1207 1SMH-11
24,4/16/2019,1315.2,FORAKER 1207 1SMH-11
25,4/17/2019,1268.15,FORAKER 1207 1SMH-11
26,4/18/2019,1219.03,FORAKER 1207 1SMH-11
27,4/19/2019,1185.38,FORAKER 1207 1SMH-11
28,4/20/2019,1129.56,FORAKER 1207 1SMH-11
29,4/21/2019,1065.62,FORAKER 1207 1SMH-11
30,4/22/2019,1024.23,FORAKER 1207 1SMH-11
31,4/23/2019,998.67,FORAKER 1207 1SMH-11
32,4/24/2019,883.19,FORAKER 1207 1SMH-11
33,4/25/2019,875.78,FORAKER 1207 1SMH-11
34,4/26/2019,850.37,FORAKER 1207 1SMH-11
35,4/27/2019,821.18,FORAKER 1207 1SMH-11
36,4/28/2019,869.26,FORAKER 1207 1SMH-11
37,4/29/2019,985.85,FORAKER 1207 1SMH-11
38,4/30/2019,816.11,FORAKER 1207 1SMH-11
39,5/1/2019,912.09,FORAKER 1207 1SMH-11
40,5/2/2019,862.79,FORAKER 1207 1SMH-11
41,5/3/2019,857.22,FORAKER 1207 1SMH-11
42,5/4/2019,829.65,FORAKER 1207 1SMH-11
43,5/5/2019,809.89,FORAKER 1207 1SMH-11
44,5/6/2019,787.37,FORAKER 1207 1SMH-11
45,5/7/2019,778.05,FORAKER 1207 1SMH-11
46,5/8/2019,755.69,FORAKER 1207 1SMH-11
47,5/9/2019,738.16,FORAKER 1207 1SMH-11
48,5/10/2019,724.57,FORAKER 1207 1SMH-11
49,5/11/2019,710.05,FORAKER 1207 1SMH-11
50,5/12/2019,695.8,FORAKER 1207 1SMH-11
51,5/13/2019,689.18,FORAKER 1207 1SMH-11
52,5/14/2019,673.83,FORAKER 1207 1SMH-11
53,5/15/2019,611.64,FORAKER 1207 1SMH-11
54,5/16/2019,588.25,FORAKER 1207 1SMH-11
55,5/17/2019,592.38,FORAKER 1207 1SMH-11
56,5/18/2019,589.9,FORAKER 1207 1SMH-11
57,5/19/2019,582.6,FORAKER 1207 1SMH-11
58,5/20/2019,580.12,FORAKER 1207 1SMH-11
59,5/21/2019,571.63,FORAKER 1207 1SMH-11
60,5/22/2019,565.34,FORAKER 1207 1SMH-11
61,5/23/2019,557.84,FORAKER 1207 1SMH-11
62,5/24/2019,545.46,FORAKER 1207 1SMH-11
63,5/25/2019,556.64,FORAKER 1207 1SMH-11
64,5/26/2019,545.3,FORAKER 1207 1SMH-11
65,5/27/2019,539.39,FORAKER 1207 1SMH-11
66,5/28/2019,531.82,FORAKER 1207 1SMH-11
67,5/29/2019,525.25,FORAKER 1207 1SMH-11
68,5/30/2019,520.05,FORAKER 1207 1SMH-11
69,5/31/2019,513.95,FORAKER 1207 1SMH-11
70,6/1/2019,511.71,FORAKER 1207 1SMH-11
71,6/2/2019,507.22,FORAKER 1207 1SMH-11
72,6/3/2019,497.92,FORAKER 1207 1SMH-11
73,6/4/2019,503.12,FORAKER 1207 1SMH-11
74,6/5/2019,496.36,FORAKER 1207 1SMH-11
75,6/6/2019,491.12,FORAKER 1207 1SMH-11
76,6/7/2019,485.61,FORAKER 1207 1SMH-11
77,6/8/2019,487.63,FORAKER 1207 1SMH-11
78,6/9/2019,477.94,FORAKER 1207 1SMH-11
79,6/10/2019,478.98,FORAKER 1207 1SMH-11
80,6/11/2019,454.47,FORAKER 1207 1SMH-11
81,6/12/2019,473.16,FORAKER 1207 1SMH-11
82,6/13/2019,450.36,FORAKER 1207 1SMH-11
83,6/14/2019,450.69,FORAKER 1207 1SMH-11
84,6/15/2019,450.26,FORAKER 1207 1SMH-11
85,6/16/2019,442.86,FORAKER 1207 1SMH-11
86,6/17/2019,439.38,FORAKER 1207 1SMH-11
87,6/18/2019,427.82,FORAKER 1207 1SMH-11
88,6/19/2019,286.38,FORAKER 1207 1SMH-11
89,6/20/2019,0.1,FORAKER 1207 1SMH-11
90,6/21/2019,97.01,FORAKER 1207 1SMH-11
91,6/22/2019,512.88,FORAKER 1207 1SMH-11
92,6/23/2019,510.92,FORAKER 1207 1SMH-11
93,6/24/2019,522.7,FORAKER 1207 1SMH-11
94,6/25/2019,478.67,FORAKER 1207 1SMH-11
95,6/26/2019,460.36,FORAKER 1207 1SMH-11
96,6/27/2019,86.62,FORAKER 1207 1SMH-11
97,6/28/2019,30.38,FORAKER 1207 1SMH-11
98,6/29/2019,51.63,FORAKER 1207 1SMH-11
99,6/30/2019,298.37,FORAKER 1207 1SMH-11
100,7/1/2019,615.97,FORAKER 1207 1SMH-11
101,7/2/2019,551.62,FORAKER 1207 1SMH-11
102,7/3/2019,521.85,FORAKER 1207 1SMH-11
103,7/4/2019,465.01,FORAKER 1207 1SMH-11
104,7/5/2019,449.97,FORAKER 1207 1SMH-11
105,7/6/2019,452.78,FORAKER 1207 1SMH-11
106,7/7/2019,442.91,FORAKER 1207 1SMH-11
107,7/8/2019,440.64,FORAKER 1207 1SMH-11
108,7/9/2019,413.23,FORAKER 1207 1SMH-11
109,7/10/2019,443.16,FORAKER 1207 1SMH-11
110,7/11/2019,446.01,FORAKER 1207 1SMH-11
111,7/12/2019,469.86,FORAKER 1207 1SMH-11
112,7/13/2019,437.8,FORAKER 1207 1SMH-11
113,7/14/2019,440.62,FORAKER 1207 1SMH-11
114,7/15/2019,291.7,FORAKER 1207 1SMH-11
115,7/16/2019,304.71,FORAKER 1207 1SMH-11
116,7/17/2019,134.17,FORAKER 1207 1SMH-11
117,7/18/2019,391.59,FORAKER 1207 1SMH-11
118,7/19/2019,1.4,FORAKER 1207 1SMH-11
119,7/20/2019,563.55,FORAKER 1207 1SMH-11
120,7/21/2019,347.83,FORAKER 1207 1SMH-11
121,7/22/2019,458.41,FORAKER 1207 1SMH-11
122,7/23/2019,491.6,FORAKER 1207 1SMH-11
123,7/24/2019,469.72,FORAKER 1207 1SMH-11
124,7/25/2019,375.54,FORAKER 1207 1SMH-11
125,7/26/2019,407.41,FORAKER 1207 1SMH-11
126,7/27/2019,416.8,FORAKER 1207 1SMH-11
127,7/28/2019,407.23,FORAKER 1207 1SMH-11
128,7/29/2019,400.07,FORAKER 1207 1SMH-11
129,7/30/2019,348.52,FORAKER 1207 1SMH-11
130,7/31/2019,440.07,FORAKER 1207 1SMH-11
131,8/1/2019,438.3,FORAKER 1207 1SMH-11
132,8/2/2019,468.31,FORAKER 1207 1SMH-11
133,8/3/2019,444.74,FORAKER 1207 1SMH-11
134,8/4/2019,409.43,FORAKER 1207 1SMH-11
135,8/5/2019,261.28,FORAKER 1207 1SMH-11
136,8/6/2019,0,FORAKER 1207 1SMH-11
137,8/7/2019,341.45,FORAKER 1207 1SMH-11
138,8/8/2019,77.08,FORAKER 1207 1SMH-11
139,8/9/2019,414.32,FORAKER 1207 1SMH-11
140,8/10/2019,435.72,FORAKER 1207 1SMH-11
141,8/11/2019,399.74,FORAKER 1207 1SMH-11
142,8/12/2019,195.42,FORAKER 1207 1SMH-11
143,8/13/2019,375.22,FORAKER 1207 1SMH-11
144,8/14/2019,393.67,FORAKER 1207 1SMH-11
145,8/15/2019,196.46,FORAKER 1207 1SMH-11
146,8/16/2019,154.02,FORAKER 1207 1SMH-11
147,8/17/2019,137.01,FORAKER 1207 1SMH-11
148,8/18/2019,167.46,FORAKER 1207 1SMH-11
149,8/19/2019,217.53,FORAKER 1207 1SMH-11
150,8/20/2019,128.21,FORAKER 1207 1SMH-11
151,8/21/2019,13.12,FORAKER 1207 1SMH-11
152,8/22/2019,191.21,FORAKER 1207 1SMH-11
153,8/23/2019,312.01,FORAKER 1207 1SMH-11
154,8/24/2019,484.99,FORAKER 1207 1SMH-11
155,8/25/2019,436.53,FORAKER 1207 1SMH-11
156,8/26/2019,410.95,FORAKER 1207 1SMH-11
157,8/27/2019,395.94,FORAKER 1207 1SMH-11
158,8/28/2019,408.81,FORAKER 1207 1SMH-11
159,8/29/2019,409.19,FORAKER 1207 1SMH-11
160,8/30/2019,394.59,FORAKER 1207 1SMH-11
161,8/31/2019,390.04,FORAKER 1207 1SMH-11
162,9/1/2019,374.82,FORAKER 1207 1SMH-11
163,9/2/2019,367.86,FORAKER 1207 1SMH-11
164,9/3/2019,259.17,FORAKER 1207 1SMH-11
165,9/4/2019,383.84,FORAKER 1207 1SMH-11
166,9/5/2019,,FORAKER 1207 1SMH-11
167,9/6/2019,,FORAKER 1207 1SMH-11
168,9/7/2019,,FORAKER 1207 1SMH-11
169,9/8/2019,,FORAKER 1207 1SMH-11
170,9/9/2019,,FORAKER 1207 1SMH-11
171,9/10/2019,,FORAKER 1207 1SMH-11
172,9/11/2019,,FORAKER 1207 1SMH-11
173,9/12/2019,,FORAKER 1207 1SMH-11
174,9/13/2019,,FORAKER 1207 1SMH-11
175,9/14/2019,,FORAKER 1207 1SMH-11
176,9/15/2019,,FORAKER 1207 1SMH-11
177,9/16/2019,,FORAKER 1207 1SMH-11
178,9/17/2019,,FORAKER 1207 1SMH-11
179,9/18/2019,,FORAKER 1207 1SMH-11
180,9/19/2019,,FORAKER 1207 1SMH-11
181,9/20/2019,,FORAKER 1207 1SMH-11
182,9/21/2019,,FORAKER 1207 1SMH-11
183,9/22/2019,,FORAKER 1207 1SMH-11
184,9/23/2019,,FORAKER 1207 1SMH-11
0,3/23/2019,,S1
1,3/24/2019,,S1
2,3/25/2019,,S1
3,3/26/2019,0,S1
4,3/27/2019,0,S1
5,3/28/2019,0,S1
6,3/29/2019,0,S1
7,3/30/2019,386.04,S1
8,3/31/2019,572.86,S1
9,4/1/2019,991.42,S1
10,4/2/2019,995.55,S1
11,4/3/2019,803.2,S1
12,4/4/2019,692.15,S1
13,4/5/2019,486.3,S1
14,4/6/2019,420.11,S1
15,4/7/2019,365.44,S1
16,4/8/2019,435.16,S1
17,4/9/2019,266.94,S1
18,4/10/2019,236.09,S1
19,4/11/2019,203.66,S1
20,4/12/2019,191.06,S1
21,4/13/2019,168.13,S1
22,4/14/2019,158.34,S1
23,4/15/2019,148.3,S1
24,4/16/2019,132.41,S1
25,4/17/2019,117.96,S1
26,4/18/2019,124.12,S1
27,4/19/2019,104.28,S1
28,4/20/2019,26.3,S1
29,4/21/2019,0,S1
30,4/22/2019,0,S1
31,4/23/2019,0,S1
32,4/24/2019,0,S1
33,4/25/2019,0,S1
34,4/26/2019,0,S1
35,4/27/2019,0,S1
36,4/28/2019,295.26,S1
37,4/29/2019,1334.1,S1
38,4/30/2019,1251.89,S1
39,5/1/2019,736.35,S1
40,5/2/2019,647.94,S1
41,5/3/2019,522.31,S1
42,5/4/2019,466.91,S1
43,5/5/2019,405.47,S1
44,5/6/2019,360.6,S1
45,5/7/2019,319.13,S1
46,5/8/2019,301.59,S1
47,5/9/2019,277.39,S1
48,5/10/2019,261.07,S1
49,5/11/2019,240.86,S1
50,5/12/2019,229.35,S1
51,5/13/2019,213.91,S1
52,5/14/2019,207.84,S1
53,5/15/2019,206.76,S1
54,5/16/2019,196.24,S1
55,5/17/2019,182.38,S1
56,5/18/2019,144.41,S1
57,5/19/2019,170.96,S1
58,5/20/2019,167.95,S1
59,5/21/2019,127.88,S1
60,5/22/2019,143.48,S1
61,5/23/2019,125.09,S1
62,5/24/2019,102.02,S1
63,5/25/2019,124.97,S1
64,5/26/2019,122.19,S1
65,5/27/2019,128.27,S1
66,5/28/2019,128.45,S1
67,5/29/2019,119.02,S1
68,5/30/2019,115.44,S1
69,5/31/2019,109.95,S1
70,6/1/2019,110.8,S1
71,6/2/2019,107.47,S1
72,6/3/2019,102.85,S1
73,6/4/2019,110.38,S1
74,6/5/2019,104.9,S1
75,6/6/2019,105.7,S1
76,6/7/2019,99.25,S1
77,6/8/2019,100.64,S1
78,6/9/2019,81.1,S1
79,6/10/2019,92.35,S1
80,6/11/2019,75.29,S1
81,6/12/2019,94.35,S1
82,6/13/2019,86.74,S1
83,6/14/2019,92.32,S1
84,6/15/2019,82.61,S1
85,6/16/2019,85.51,S1
86,6/17/2019,97.31,S1
87,6/18/2019,81.51,S1
88,6/19/2019,73.93,S1
89,6/20/2019,83.82,S1
90,6/21/2019,78.16,S1
91,6/22/2019,79.31,S1
92,6/23/2019,82.74,S1
93,6/24/2019,75.31,S1
94,6/25/2019,66.84,S1
95,6/26/2019,68.94,S1
96,6/27/2019,61.52,S1
97,6/28/2019,56.34,S1
98,6/29/2019,69.89,S1
99,6/30/2019,55.23,S1
100,7/1/2019,29.86,S1
101,7/2/2019,33.45,S1
102,7/3/2019,48.82,S1
103,7/4/2019,54.64,S1
104,7/5/2019,58.01,S1
105,7/6/2019,25.24,S1
106,7/7/2019,30,S1
107,7/8/2019,26.66,S1
108,7/9/2019,37.5,S1
109,7/10/2019,46.77,S1
110,7/11/2019,40.55,S1
111,7/12/2019,43.06,S1
112,7/13/2019,45.44,S1
113,7/14/2019,41.8,S1
114,7/15/2019,36.12,S1
115,7/16/2019,21.32,S1
116,7/17/2019,0,S1
117,7/18/2019,68.72,S1
118,7/19/2019,50.66,S1
119,7/20/2019,27.79,S1
120,7/21/2019,27.71,S1
121,7/22/2019,31.04,S1
122,7/23/2019,28.87,S1
123,7/24/2019,6.81,S1
124,7/25/2019,97.1,S1
125,7/26/2019,117.77,S1
126,7/27/2019,100,S1
127,7/28/2019,100,S1
128,7/29/2019,50.21,S1
129,7/30/2019,43.09,S1
130,7/31/2019,15.58,S1
131,8/1/2019,0,S1
132,8/2/2019,0,S1
133,8/3/2019,22.02,S1
134,8/4/2019,19.5,S1
135,8/5/2019,19.59,S1
136,8/6/2019,4.36,S1
137,8/7/2019,0,S1
138,8/8/2019,43.09,S1
139,8/9/2019,30.88,S1
140,8/10/2019,15.52,S1
141,8/11/2019,8.63,S1
142,8/12/2019,13.77,S1
143,8/13/2019,12.87,S1
144,8/14/2019,8.54,S1
145,8/15/2019,8.14,S1
146,8/16/2019,5.88,S1
147,8/17/2019,39.69,S1
148,8/18/2019,53.09,S1
149,8/19/2019,51.53,S1
150,8/20/2019,48.09,S1
151,8/21/2019,42,S1
152,8/22/2019,24.68,S1
153,8/23/2019,54.85,S1
154,8/24/2019,40.93,S1
155,8/25/2019,36.44,S1
156,8/26/2019,25.43,S1
157,8/27/2019,24.24,S1
158,8/28/2019,38.02,S1
159,8/29/2019,35.18,S1
160,8/30/2019,24.23,S1
161,8/31/2019,31.05,S1
162,9/1/2019,27.46,S1
163,9/2/2019,25.28,S1
164,9/3/2019,8.58,S1
165,9/4/2019,37.32,S1
166,9/5/2019,,S1
167,9/6/2019,,S1
168,9/7/2019,,S1
169,9/8/2019,,S1
170,9/9/2019,,S1
171,9/10/2019,,S1
172,9/11/2019,,S1
173,9/12/2019,,S1
174,9/13/2019,,S1
175,9/14/2019,,S1
176,9/15/2019,,S1
177,9/16/2019,,S1
178,9/17/2019,,S1
179,9/18/2019,,S1
180,9/19/2019,,S1
181,9/20/2019,,S1
182,9/21/2019,,S1
183,9/22/2019,,S1
184,9/23/2019,,S1
0,3/23/2019,,FORAKER 1207 2UMH-11
1,3/24/2019,,FORAKER 1207 2UMH-11
2,3/25/2019,,FORAKER 1207 2UMH-11
3,3/26/2019,0,FORAKER 1207 2UMH-11
4,3/27/2019,1435.9,FORAKER 1207 2UMH-11
5,3/28/2019,1475.891,FORAKER 1207 2UMH-11
6,3/29/2019,2018.396,FORAKER 1207 2UMH-11
7,3/30/2019,1992.542,FORAKER 1207 2UMH-11
8,3/31/2019,2142.048,FORAKER 1207 2UMH-11
9,4/1/2019,2379.18,FORAKER 1207 2UMH-11
10,4/2/2019,2215.988,FORAKER 1207 2UMH-11
11,4/3/2019,1909.774,FORAKER 1207 2UMH-11
12,4/4/2019,1991.724,FORAKER 1207 2UMH-11
13,4/5/2019,1803.567,FORAKER 1207 2UMH-11
14,4/6/2019,1900,FORAKER 1207 2UMH-11
15,4/7/2019,1927.900492,FORAKER 1207 2UMH-11
16,4/8/2019,1765.795983,FORAKER 1207 2UMH-11
17,4/9/2019,1629.893216,FORAKER 1207 2UMH-11
18,4/10/2019,1514.242152,FORAKER 1207 2UMH-11
19,4/11/2019,1414.576982,FORAKER 1207 2UMH-11
20,4/12/2019,1327.757839,FORAKER 1207 2UMH-11
21,4/13/2019,1251.421174,FORAKER 1207 2UMH-11
22,4/14/2019,1183.753055,FORAKER 1207 2UMH-11
23,4/15/2019,1123.337664,FORAKER 1207 2UMH-11
24,4/16/2019,1069.053408,FORAKER 1207 2UMH-11
25,4/17/2019,1019.97,FORAKER 1207 2UMH-11
26,4/18/2019,950.3,FORAKER 1207 2UMH-11
27,4/19/2019,899.11,FORAKER 1207 2UMH-11
28,4/20/2019,846.71,FORAKER 1207 2UMH-11
29,4/21/2019,780.01,FORAKER 1207 2UMH-11
30,4/22/2019,715.58,FORAKER 1207 2UMH-11
31,4/23/2019,674.72,FORAKER 1207 2UMH-11
32,4/24/2019,764.26,FORAKER 1207 2UMH-11
33,4/25/2019,715.64,FORAKER 1207 2UMH-11
34,4/26/2019,624.68,FORAKER 1207 2UMH-11
35,4/27/2019,578.76,FORAKER 1207 2UMH-11
36,4/28/2019,661.44,FORAKER 1207 2UMH-11
37,4/29/2019,593.2,FORAKER 1207 2UMH-11
38,4/30/2019,568.04,FORAKER 1207 2UMH-11
39,5/1/2019,550.19,FORAKER 1207 2UMH-11
40,5/2/2019,550.67,FORAKER 1207 2UMH-11
41,5/3/2019,513.26,FORAKER 1207 2UMH-11
42,5/4/2019,478.15,FORAKER 1207 2UMH-11
43,5/5/2019,475.18,FORAKER 1207 2UMH-11
44,5/6/2019,448.44,FORAKER 1207 2UMH-11
45,5/7/2019,444.85,FORAKER 1207 2UMH-11
46,5/8/2019,427.82,FORAKER 1207 2UMH-11
47,5/9/2019,410.15,FORAKER 1207 2UMH-11
48,5/10/2019,390.56,FORAKER 1207 2UMH-11
49,5/11/2019,372.31,FORAKER 1207 2UMH-11
50,5/12/2019,368.89,FORAKER 1207 2UMH-11
51,5/13/2019,364.75,FORAKER 1207 2UMH-11
52,5/14/2019,373.72,FORAKER 1207 2UMH-11
53,5/15/2019,360.42,FORAKER 1207 2UMH-11
54,5/16/2019,345.6,FORAKER 1207 2UMH-11
55,5/17/2019,337.41,FORAKER 1207 2UMH-11
56,5/18/2019,343.58,FORAKER 1207 2UMH-11
57,5/19/2019,336.8,FORAKER 1207 2UMH-11
58,5/20/2019,342.79,FORAKER 1207 2UMH-11
59,5/21/2019,318.75,FORAKER 1207 2UMH-11
60,5/22/2019,311.79,FORAKER 1207 2UMH-11
61,5/23/2019,319.3,FORAKER 1207 2UMH-11
62,5/24/2019,309.53,FORAKER 1207 2UMH-11
63,5/25/2019,328.53,FORAKER 1207 2UMH-11
64,5/26/2019,325.17,FORAKER 1207 2UMH-11
65,5/27/2019,317.61,FORAKER 1207 2UMH-11
66,5/28/2019,326.55,FORAKER 1207 2UMH-11
67,5/29/2019,315.02,FORAKER 1207 2UMH-11
68,5/30/2019,321.61,FORAKER 1207 2UMH-11
69,5/31/2019,324.33,FORAKER 1207 2UMH-11
70,6/1/2019,316.8,FORAKER 1207 2UMH-11
71,6/2/2019,320.06,FORAKER 1207 2UMH-11
72,6/3/2019,301.34,FORAKER 1207 2UMH-11
73,6/4/2019,302.01,FORAKER 1207 2UMH-11
74,6/5/2019,286.79,FORAKER 1207 2UMH-11
75,6/6/2019,292.64,FORAKER 1207 2UMH-11
76,6/7/2019,289.29,FORAKER 1207 2UMH-11
77,6/8/2019,283.51,FORAKER 1207 2UMH-11
78,6/9/2019,278.68,FORAKER 1207 2UMH-11
79,6/10/2019,273.44,FORAKER 1207 2UMH-11
80,6/11/2019,293.86,FORAKER 1207 2UMH-11
81,6/12/2019,337.1,FORAKER 1207 2UMH-11
82,6/13/2019,318.98,FORAKER 1207 2UMH-11
83,6/14/2019,303.12,FORAKER 1207 2UMH-11
84,6/15/2019,307.54,FORAKER 1207 2UMH-11
85,6/16/2019,297.27,FORAKER 1207 2UMH-11
86,6/17/2019,288.14,FORAKER 1207 2UMH-11
87,6/18/2019,277.42,FORAKER 1207 2UMH-11
88,6/19/2019,285.1,FORAKER 1207 2UMH-11
89,6/20/2019,373.02,FORAKER 1207 2UMH-11
90,6/21/2019,413.24,FORAKER 1207 2UMH-11
91,6/22/2019,329.66,FORAKER 1207 2UMH-11
92,6/23/2019,308,FORAKER 1207 2UMH-11
93,6/24/2019,275.83,FORAKER 1207 2UMH-11
94,6/25/2019,211.25,FORAKER 1207 2UMH-11
95,6/26/2019,276.06,FORAKER 1207 2UMH-11
96,6/27/2019,306.29,FORAKER 1207 2UMH-11
97,6/28/2019,359.26,FORAKER 1207 2UMH-11
98,6/29/2019,388.73,FORAKER 1207 2UMH-11
99,6/30/2019,370.34,FORAKER 1207 2UMH-11
100,7/1/2019,309.19,FORAKER 1207 2UMH-11
101,7/2/2019,300.62,FORAKER 1207 2UMH-11
102,7/3/2019,291.35,FORAKER 1207 2UMH-11
103,7/4/2019,280.4,FORAKER 1207 2UMH-11
104,7/5/2019,277.03,FORAKER 1207 2UMH-11
105,7/6/2019,422.78,FORAKER 1207 2UMH-11
106,7/7/2019,392.78,FORAKER 1207 2UMH-11
107,7/8/2019,372.59,FORAKER 1207 2UMH-11
108,7/9/2019,339.49,FORAKER 1207 2UMH-11
109,7/10/2019,185.78,FORAKER 1207 2UMH-11
110,7/11/2019,298.69,FORAKER 1207 2UMH-11
111,7/12/2019,314.8,FORAKER 1207 2UMH-11
112,7/13/2019,320.81,FORAKER 1207 2UMH-11
113,7/14/2019,310.86,FORAKER 1207 2UMH-11
114,7/15/2019,152.06,FORAKER 1207 2UMH-11
115,7/16/2019,204.29,FORAKER 1207 2UMH-11
116,7/17/2019,66.18,FORAKER 1207 2UMH-11
117,7/18/2019,262.75,FORAKER 1207 2UMH-11
118,7/19/2019,-49.2,FORAKER 1207 2UMH-11
119,7/20/2019,231.05,FORAKER 1207 2UMH-11
120,7/21/2019,249.88,FORAKER 1207 2UMH-11
121,7/22/2019,355.65,FORAKER 1207 2UMH-11
122,7/23/2019,348.04,FORAKER 1207 2UMH-11
123,7/24/2019,188.04,FORAKER 1207 2UMH-11
124,7/25/2019,125.87,FORAKER 1207 2UMH-11
125,7/26/2019,156.47,FORAKER 1207 2UMH-11
126,7/27/2019,231.11,FORAKER 1207 2UMH-11
127,7/28/2019,253.14,FORAKER 1207 2UMH-11
128,7/29/2019,196.59,FORAKER 1207 2UMH-11
129,7/30/2019,140.63,FORAKER 1207 2UMH-11
130,7/31/2019,72.26,FORAKER 1207 2UMH-11
131,8/1/2019,159.61,FORAKER 1207 2UMH-11
132,8/2/2019,145.74,FORAKER 1207 2UMH-11
133,8/3/2019,299.41,FORAKER 1207 2UMH-11
134,8/4/2019,274.26,FORAKER 1207 2UMH-11
135,8/5/2019,169.27,FORAKER 1207 2UMH-11
136,8/6/2019,271.95,FORAKER 1207 2UMH-11
137,8/7/2019,332.98,FORAKER 1207 2UMH-11
138,8/8/2019,331.59,FORAKER 1207 2UMH-11
139,8/9/2019,309.92,FORAKER 1207 2UMH-11
140,8/10/2019,220.73,FORAKER 1207 2UMH-11
141,8/11/2019,209.64,FORAKER 1207 2UMH-11
142,8/12/2019,216.65,FORAKER 1207 2UMH-11
143,8/13/2019,226.89,FORAKER 1207 2UMH-11
144,8/14/2019,210.28,FORAKER 1207 2UMH-11
145,8/15/2019,225.46,FORAKER 1207 2UMH-11
146,8/16/2019,245.69,FORAKER 1207 2UMH-11
147,8/17/2019,269.5,FORAKER 1207 2UMH-11
148,8/18/2019,282.44,FORAKER 1207 2UMH-11
149,8/19/2019,247.59,FORAKER 1207 2UMH-11
150,8/20/2019,274.91,FORAKER 1207 2UMH-11
151,8/21/2019,300.56,FORAKER 1207 2UMH-11
152,8/22/2019,274.78,FORAKER 1207 2UMH-11
153,8/23/2019,270.74,FORAKER 1207 2UMH-11
154,8/24/2019,213.65,FORAKER 1207 2UMH-11
155,8/25/2019,196.23,FORAKER 1207 2UMH-11
156,8/26/2019,186.65,FORAKER 1207 2UMH-11
157,8/27/2019,184.64,FORAKER 1207 2UMH-11
158,8/28/2019,179.73,FORAKER 1207 2UMH-11
159,8/29/2019,179.95,FORAKER 1207 2UMH-11
160,8/30/2019,186.59,FORAKER 1207 2UMH-11
161,8/31/2019,203.17,FORAKER 1207 2UMH-11
162,9/1/2019,194.64,FORAKER 1207 2UMH-11
163,9/2/2019,194.43,FORAKER 1207 2UMH-11
164,9/3/2019,186.83,FORAKER 1207 2UMH-11
165,9/4/2019,207.86,FORAKER 1207 2UMH-11
166,9/5/2019,,FORAKER 1207 2UMH-11
167,9/6/2019,,FORAKER 1207 2UMH-11
168,9/7/2019,,FORAKER 1207 2UMH-11
169,9/8/2019,,FORAKER 1207 2UMH-11
170,9/9/2019,,FORAKER 1207 2UMH-11
171,9/10/2019,,FORAKER 1207 2UMH-11
172,9/11/2019,,FORAKER 1207 2UMH-11
173,9/12/2019,,FORAKER 1207 2UMH-11
174,9/13/2019,,FORAKER 1207 2UMH-11
175,9/14/2019,,FORAKER 1207 2UMH-11
176,9/15/2019,,FORAKER 1207 2UMH-11
177,9/16/2019,,FORAKER 1207 2UMH-11
178,9/17/2019,,FORAKER 1207 2UMH-11
179,9/18/2019,,FORAKER 1207 2UMH-11
180,9/19/2019,,FORAKER 1207 2UMH-11
181,9/20/2019,,FORAKER 1207 2UMH-11
182,9/21/2019,,FORAKER 1207 2UMH-11
183,9/22/2019,,FORAKER 1207 2UMH-11
184,9/23/2019,,FORAKER 1207 2UMH-11
0,3/23/2019,,FORAKER 1207 3WH-11
1,3/24/2019,,FORAKER 1207 3WH-11
2,3/25/2019,,FORAKER 1207 3WH-11
3,3/26/2019,1368.66,FORAKER 1207 3WH-11
4,3/27/2019,3046.41,FORAKER 1207 3WH-11
5,3/28/2019,2744.669,FORAKER 1207 3WH-11
6,3/29/2019,2457.074,FORAKER 1207 3WH-11
7,3/30/2019,2297.918,FORAKER 1207 3WH-11
8,3/31/2019,2219.762,FORAKER 1207 3WH-11
9,4/1/2019,1598.28,FORAKER 1207 3WH-11
10,4/2/2019,2148.882,FORAKER 1207 3WH-11
11,4/3/2019,2341.316,FORAKER 1207 3WH-11
12,4/4/2019,2238.506,FORAKER 1207 3WH-11
13,4/5/2019,2642.763,FORAKER 1207 3WH-11
14,4/6/2019,2508,FORAKER 1207 3WH-11
15,4/7/2019,2276.9748,FORAKER 1207 3WH-11
